person_id,person_age,person_income,person_home_ownership,person_emp_length
7648,22,47000.0,RENT,3.0
7649,25,57000.0,RENT,3.0
7650,23,54000.0,MORTGAGE,0.0
7651,22,60000.0,RENT,1.0
7652,25,80266.0,RENT,5.0
7653,24,54000.0,MORTGAGE,9.0
7654,22,28000.0,RENT,5.0
7655,24,33000.0,RENT,2.0
7656,24,47480.0,RENT,8.0
7657,25,58000.0,RENT,5.0
7658,23,54000.0,OWN,7.0
7659,23,48000.0,MORTGAGE,7.0
7660,26,54000.0,MORTGAGE,6.0
7661,25,54000.0,MORTGAGE,9.0
7662,23,54000.0,MORTGAGE,3.0
7663,21,25000.0,RENT,6.0
7664,26,54000.0,MORTGAGE,5.0
7665,26,34000.0,RENT,10.0
7666,22,78000.0,RENT,0.0
7667,21,48000.0,MORTGAGE,1.0
7668,21,54000.0,MORTGAGE,4.0
7669,26,54000.0,MORTGAGE,9.0
7670,22,25000.0,RENT,2.0
7671,24,54000.0,OWN,8.0
7672,21,54000.0,MORTGAGE,5.0
7673,22,25000.0,RENT,0.0
7674,25,26004.0,RENT,8.0
7675,24,54000.0,OWN,8.0
7676,22,54000.0,MORTGAGE,3.0
7677,25,54000.0,OWN,5.0
7678,24,54000.0,MORTGAGE,9.0
7679,21,26400.0,RENT,
7680,24,54000.0,MORTGAGE,2.0
7681,23,26400.0,RENT,0.0
7682,23,27000.0,RENT,4.0
7683,24,54000.0,MORTGAGE,5.0
7684,21,27600.0,RENT,5.0
7685,24,54000.0,MORTGAGE,8.0
7686,22,54000.0,MORTGAGE,6.0
7687,24,27600.0,RENT,4.0
7688,22,48000.0,MORTGAGE,6.0
7689,23,54000.0,MORTGAGE,7.0
7690,26,54000.0,MORTGAGE,10.0
7691,25,27600.0,RENT,2.0
7692,23,28000.0,RENT,4.0
7693,23,54000.0,MORTGAGE,1.0
7694,23,28038.0,RENT,2.0
7695,23,54000.0,OWN,4.0
7696,25,28500.0,RENT,0.0
7697,26,28608.0,RENT,2.0
7698,23,54000.0,MORTGAGE,7.0
7699,23,28685.0,RENT,3.0
7700,26,28800.0,RENT,4.0
7701,23,28800.0,RENT,4.0
7702,23,30000.0,RENT,0.0
7703,22,30000.0,RENT,0.0
7704,21,30000.0,RENT,2.0
7705,21,54036.0,MORTGAGE,3.0
7706,22,30000.0,RENT,4.0
7707,26,54080.0,OWN,10.0
7708,24,54080.0,MORTGAGE,8.0
7709,22,30000.0,RENT,6.0
7710,25,30000.0,RENT,1.0
7711,26,54200.0,MORTGAGE,3.0
7712,25,30000.0,RENT,4.0
7713,22,30000.0,RENT,2.0
7714,22,54252.0,MORTGAGE,6.0
7715,26,30000.0,RENT,2.0
7716,25,54300.0,MORTGAGE,
7717,21,30600.0,RENT,
7718,24,30996.0,RENT,7.0
7719,25,31000.0,RENT,9.0
7720,26,31000.0,RENT,6.0
7721,25,31200.0,RENT,2.0
7722,22,31221.0,RENT,4.0
7723,21,32000.0,RENT,3.0
7724,24,54400.0,MORTGAGE,8.0
7725,24,54400.0,MORTGAGE,8.0
7726,24,48442.0,MORTGAGE,8.0
7727,25,54499.0,MORTGAGE,2.0
7728,22,54500.0,MORTGAGE,6.0
7729,23,32000.0,RENT,0.0
7730,22,32340.0,RENT,6.0
7731,24,32400.0,RENT,1.0
7732,22,32769.0,RENT,3.0
7733,26,54528.0,MORTGAGE,9.0
7734,22,54566.0,MORTGAGE,6.0
7735,26,54578.0,OWN,10.0
7736,23,33000.0,RENT,0.0
7737,23,33000.0,RENT,2.0
7738,23,33000.0,RENT,1.0
7739,22,48600.0,MORTGAGE,6.0
7740,26,54600.0,MORTGAGE,10.0
7741,24,48600.0,MORTGAGE,1.0
7742,22,33000.0,RENT,2.0
7743,24,33198.0,RENT,3.0
7744,24,33600.0,RENT,0.0
7745,26,33996.0,RENT,10.0
7746,24,33996.0,RENT,1.0
7747,23,34482.0,RENT,7.0
7748,23,34800.0,RENT,0.0
7749,20,34800.0,RENT,3.0
7750,22,54800.0,OWN,7.0
7751,24,35000.0,RENT,8.0
7752,26,54828.0,MORTGAGE,10.0
7753,23,35000.0,RENT,5.0
7754,24,54870.0,OWN,3.0
7755,25,54900.0,MORTGAGE,2.0
7756,25,48902.0,MORTGAGE,9.0
7757,24,35000.0,RENT,9.0
7758,26,35000.0,RENT,5.0
7759,23,54960.0,MORTGAGE,7.0
7760,23,35000.0,RENT,0.0
7761,22,54996.0,MORTGAGE,6.0
7762,25,35000.0,RENT,2.0
7763,23,54996.0,MORTGAGE,7.0
7764,21,35000.0,RENT,5.0
7765,21,29000.0,RENT,5.0
7766,23,54996.0,MORTGAGE,2.0
7767,22,35350.0,RENT,3.0
7768,24,54996.0,MORTGAGE,8.0
7769,22,29654.0,RENT,3.0
7770,24,36000.0,RENT,1.0
7771,23,36000.0,RENT,1.0
7772,23,36000.0,RENT,5.0
7773,23,36000.0,RENT,3.0
7774,23,54996.0,MORTGAGE,7.0
7775,22,54996.0,MORTGAGE,3.0
7776,24,54996.0,OWN,4.0
7777,25,30000.0,RENT,0.0
7778,26,36000.0,RENT,1.0
7779,26,36120.0,RENT,0.0
7780,23,31000.0,RENT,7.0
7781,24,37000.0,RENT,2.0
7782,24,37000.0,RENT,2.0
7783,22,54996.0,MORTGAGE,3.0
7784,22,37000.0,RENT,0.0
7785,25,37200.0,RENT,0.0
7786,25,37200.0,RENT,6.0
7787,21,48996.0,MORTGAGE,5.0
7788,21,37200.0,RENT,1.0
7789,23,54996.0,MORTGAGE,7.0
7790,25,48996.0,MORTGAGE,8.0
7791,23,37500.0,RENT,5.0
7792,22,37740.0,RENT,6.0
7793,25,54996.0,MORTGAGE,0.0
7794,22,32000.0,RENT,0.0
7795,26,38000.0,RENT,5.0
7796,25,38400.0,RENT,0.0
7797,23,38500.0,RENT,2.0
7798,21,39600.0,RENT,3.0
7799,22,39996.0,RENT,3.0
7800,22,48996.0,OTHER,3.0
7801,24,54996.0,OWN,0.0
7802,24,54996.0,MORTGAGE,8.0
7803,24,39996.0,RENT,1.0
7804,22,40000.0,RENT,0.0
7805,22,40000.0,RENT,6.0
7806,22,40000.0,RENT,2.0
7807,22,40000.0,RENT,1.0
7808,21,40000.0,RENT,3.0
7809,24,40000.0,RENT,3.0
7810,22,40000.0,RENT,1.0
7811,22,55000.0,MORTGAGE,2.0
7812,25,40000.0,RENT,2.0
7813,24,34000.0,RENT,0.0
7814,23,55000.0,MORTGAGE,8.0
7815,23,55000.0,MORTGAGE,3.0
7816,23,40000.0,RENT,4.0
7817,24,40000.0,RENT,2.0
7818,24,40040.0,RENT,0.0
7819,23,34320.0,RENT,5.0
7820,24,55000.0,MORTGAGE,8.0
7821,25,55000.0,MORTGAGE,6.0
7822,24,40800.0,RENT,0.0
7823,21,41000.0,RENT,5.0
7824,22,55000.0,MORTGAGE,5.0
7825,23,55000.0,MORTGAGE,7.0
7826,24,55000.0,MORTGAGE,5.0
7827,22,55000.0,MORTGAGE,6.0
7828,22,35000.0,RENT,2.0
7829,23,55000.0,MORTGAGE,7.0
7830,26,55000.0,MORTGAGE,6.0
7831,24,41000.0,RENT,1.0
7832,25,55000.0,MORTGAGE,2.0
7833,22,55000.0,MORTGAGE,6.0
7834,24,55000.0,MORTGAGE,1.0
7835,22,42000.0,RENT,2.0
7836,26,55000.0,MORTGAGE,6.0
7837,26,42000.0,RENT,10.0
7838,25,55000.0,MORTGAGE,1.0
7839,22,42000.0,RENT,6.0
7840,23,55000.0,MORTGAGE,7.0
7841,25,42000.0,RENT,8.0
7842,23,55000.0,MORTGAGE,7.0
7843,23,55000.0,MORTGAGE,7.0
7844,26,36000.0,RENT,
7845,23,55000.0,MORTGAGE,0.0
7846,22,42000.0,RENT,4.0
7847,26,36000.0,RENT,3.0
7848,23,42000.0,RENT,2.0
7849,25,55000.0,MORTGAGE,9.0
7850,22,42000.0,RENT,4.0
7851,24,55000.0,MORTGAGE,3.0
7852,22,36614.0,RENT,5.0
7853,26,55000.0,MORTGAGE,
7854,23,55000.0,MORTGAGE,8.0
7855,26,43000.0,RENT,2.0
7856,23,43000.0,RENT,7.0
7857,25,49000.0,MORTGAGE,8.0
7858,25,55000.0,MORTGAGE,6.0
7859,25,55000.0,MORTGAGE,9.0
7860,23,55000.0,MORTGAGE,1.0
7861,26,43000.0,RENT,8.0
7862,21,55000.0,MORTGAGE,5.0
7863,22,37200.0,RENT,6.0
7864,22,55000.0,OWN,6.0
7865,23,55000.0,OWN,5.0
7866,23,49000.0,MORTGAGE,4.0
7867,25,55000.0,MORTGAGE,3.0
7868,22,55000.0,OWN,1.0
7869,25,55000.0,MORTGAGE,9.0
7870,22,55000.0,MORTGAGE,6.0
7871,23,44500.0,RENT,2.0
7872,26,45000.0,RENT,5.0
7873,22,39000.0,RENT,2.0
7874,24,55000.0,MORTGAGE,8.0
7875,25,55000.0,MORTGAGE,3.0
7876,25,49000.0,MORTGAGE,1.0
7877,23,39000.0,RENT,1.0
7878,26,45000.0,RENT,1.0
7879,22,55000.0,MORTGAGE,7.0
7880,26,55000.0,MORTGAGE,10.0
7881,21,49000.0,MORTGAGE,4.0
7882,26,55000.0,MORTGAGE,10.0
7883,24,55000.0,MORTGAGE,0.0
7884,21,45000.0,RENT,2.0
7885,23,55000.0,MORTGAGE,7.0
7886,25,45000.0,RENT,9.0
7887,23,55000.0,MORTGAGE,0.0
7888,24,45000.0,RENT,5.0
7889,24,55000.0,OWN,4.0
7890,24,39000.0,RENT,8.0
7891,26,45600.0,RENT,0.0
7892,25,46000.0,RENT,9.0
7893,25,46000.0,RENT,5.0
7894,23,46000.0,RENT,1.0
7895,22,55000.0,MORTGAGE,7.0
7896,23,55000.0,MORTGAGE,7.0
7897,25,46000.0,RENT,3.0
7898,25,46800.0,RENT,0.0
7899,23,55000.0,MORTGAGE,7.0
7900,24,47000.0,RENT,8.0
7901,24,55000.0,MORTGAGE,1.0
7902,23,55000.0,MORTGAGE,1.0
7903,24,47000.0,RENT,3.0
7904,25,55000.0,OWN,1.0
7905,23,55000.0,MORTGAGE,4.0
7906,21,47000.0,RENT,5.0
7907,23,55000.0,MORTGAGE,7.0
7908,23,55000.0,MORTGAGE,7.0
7909,22,41500.0,RENT,3.0
7910,26,48000.0,RENT,10.0
7911,26,48000.0,RENT,5.0
7912,23,48000.0,RENT,6.0
7913,26,48000.0,RENT,10.0
7914,23,55000.0,MORTGAGE,2.0
7915,25,48226.0,RENT,9.0
7916,23,49500.0,RENT,2.0
7917,21,50000.0,RENT,4.0
7918,24,55000.0,MORTGAGE,8.0
7919,24,50000.0,RENT,8.0
7920,26,55000.0,MORTGAGE,2.0
7921,22,55000.0,MORTGAGE,4.0
7922,23,50000.0,RENT,8.0
7923,26,55000.0,MORTGAGE,10.0
7924,21,50000.0,RENT,1.0
7925,22,50000.0,RENT,2.0
7926,26,55000.0,MORTGAGE,1.0
7927,22,55000.0,MORTGAGE,1.0
7928,24,55000.0,MORTGAGE,8.0
7929,22,55000.0,OWN,6.0
7930,23,50000.0,RENT,3.0
7931,25,55000.0,MORTGAGE,9.0
7932,22,55000.0,MORTGAGE,6.0
7933,26,50000.0,RENT,2.0
7934,23,50000.0,RENT,2.0
7935,23,55000.0,MORTGAGE,5.0
7936,22,49000.0,MORTGAGE,6.0
7937,21,44004.0,RENT,2.0
7938,26,50026.0,RENT,3.0
7939,23,55000.0,MORTGAGE,5.0
7940,23,51000.0,RENT,1.0
7941,21,45000.0,RENT,0.0
7942,22,51000.0,RENT,6.0
7943,23,52000.0,RENT,3.0
7944,24,55000.0,MORTGAGE,8.0
7945,25,52000.0,RENT,2.0
7946,22,55000.0,MORTGAGE,2.0
7947,22,55000.0,MORTGAGE,2.0
7948,21,52000.0,RENT,5.0
7949,26,52000.0,RENT,11.0
7950,26,55000.0,MORTGAGE,0.0
7951,24,52000.0,RENT,1.0
7952,22,55000.0,OWN,2.0
7953,25,52000.0,RENT,1.0
7954,22,55000.0,OWN,
7955,22,52800.0,RENT,3.0
7956,25,55000.0,MORTGAGE,9.0
7957,26,49000.0,MORTGAGE,10.0
7958,23,55000.0,OWN,7.0
7959,22,54000.0,RENT,0.0
7960,25,55000.0,MORTGAGE,9.0
7961,22,54000.0,RENT,1.0
7962,24,55000.0,MORTGAGE,3.0
7963,23,54008.0,RENT,5.0
7964,24,49000.0,RENT,8.0
7965,23,55000.0,MORTGAGE,1.0
7966,23,55000.0,OWN,5.0
7967,24,55000.0,OWN,3.0
7968,21,55000.0,MORTGAGE,5.0
7969,23,85000.0,RENT,0.0
7970,23,49000.0,MORTGAGE,7.0
7971,25,89000.0,RENT,4.0
7972,26,55000.0,MORTGAGE,10.0
7973,23,89000.0,RENT,7.0
7974,24,55000.0,MORTGAGE,3.0
7975,23,90000.0,RENT,1.0
7976,26,90000.0,RENT,8.0
7977,26,50000.0,RENT,1.0
7978,26,55000.0,MORTGAGE,4.0
7979,26,61200.0,RENT,3.0
7980,23,55000.0,MORTGAGE,7.0
7981,26,55000.0,MORTGAGE,10.0
7982,23,85000.0,RENT,0.0
7983,22,14400.0,RENT,0.0
7984,24,55000.0,MORTGAGE,3.0
7985,22,20800.0,RENT,1.0
7986,21,55000.0,MORTGAGE,5.0
7987,26,21600.0,RENT,9.0
7988,25,22000.0,RENT,3.0
7989,24,23000.0,RENT,1.0
7990,23,55000.0,MORTGAGE,5.0
7991,23,25000.0,RENT,0.0
7992,21,55000.0,MORTGAGE,0.0
7993,22,55000.0,MORTGAGE,6.0
7994,23,25200.0,RENT,7.0
7995,26,55000.0,OWN,10.0
7996,23,27600.0,RENT,2.0
7997,22,27600.0,RENT,7.0
7998,22,49000.0,MORTGAGE,4.0
7999,24,55000.0,MORTGAGE,3.0
8000,23,55000.0,MORTGAGE,6.0
8001,22,30000.0,RENT,5.0
8002,22,30000.0,RENT,7.0
8003,22,55000.0,MORTGAGE,6.0
8004,21,31700.0,RENT,0.0
8005,24,31944.0,RENT,8.0
8006,21,32000.0,RENT,5.0
8007,25,32004.0,RENT,0.0
8008,25,55000.0,MORTGAGE,10.0
8009,25,32496.0,RENT,9.0
8010,22,55000.0,OWN,4.0
8011,22,55000.0,OWN,0.0
8012,22,34000.0,RENT,5.0
8013,23,49000.0,MORTGAGE,7.0
8014,26,34099.0,RENT,2.0
8015,25,35000.0,RENT,9.0
8016,23,55000.0,MORTGAGE,2.0
8017,24,55000.0,MORTGAGE,8.0
8018,25,55000.0,MORTGAGE,9.0
8019,25,55000.0,OWN,9.0
8020,22,55000.0,OWN,4.0
8021,21,35000.0,RENT,5.0
8022,25,35004.0,RENT,0.0
8023,24,35004.0,RENT,6.0
8024,23,31000.0,RENT,4.0
8025,26,55000.0,MORTGAGE,0.0
8026,25,37000.0,RENT,0.0
8027,24,37200.0,RENT,8.0
8028,24,37245.0,RENT,9.0
8029,23,38000.0,RENT,0.0
8030,24,49000.0,MORTGAGE,0.0
8031,26,38400.0,RENT,2.0
8032,23,38896.0,RENT,2.0
8033,22,40000.0,RENT,6.0
8034,22,40000.0,RENT,3.0
8035,26,55000.0,MORTGAGE,8.0
8036,26,55000.0,MORTGAGE,10.0
8037,25,40000.0,RENT,1.0
8038,25,55000.0,MORTGAGE,1.0
8039,24,41000.0,RENT,3.0
8040,22,55000.0,OWN,6.0
8041,21,42000.0,RENT,6.0
8042,23,55000.0,OWN,6.0
8043,23,42996.0,RENT,7.0
8044,24,55000.0,MORTGAGE,2.0
8045,24,43200.0,RENT,8.0
8046,24,55000.0,MORTGAGE,2.0
8047,26,55000.0,MORTGAGE,2.0
8048,24,45000.0,RENT,3.0
8049,21,45000.0,RENT,3.0
8050,22,39000.0,RENT,0.0
8051,25,46000.0,RENT,5.0
8052,22,48000.0,RENT,5.0
8053,23,48000.0,RENT,7.0
8054,23,48000.0,RENT,7.0
8055,25,55000.0,MORTGAGE,2.0
8056,22,48000.0,RENT,7.0
8057,22,48000.0,RENT,1.0
8058,22,49000.0,MORTGAGE,6.0
8059,25,48000.0,RENT,6.0
8060,24,55000.0,MORTGAGE,8.0
8061,24,55000.0,MORTGAGE,4.0
8062,24,49920.0,RENT,0.0
8063,23,55000.0,OTHER,5.0
8064,24,50000.0,RENT,0.0
8065,22,50000.0,RENT,6.0
8066,22,49000.0,MORTGAGE,2.0
8067,25,50000.0,RENT,2.0
8068,25,50000.0,RENT,5.0
8069,24,50004.0,RENT,4.0
8070,25,55000.0,MORTGAGE,9.0
8071,24,49000.0,OTHER,1.0
8072,23,55000.0,MORTGAGE,7.0
8073,25,52000.0,RENT,3.0
8074,24,55000.0,MORTGAGE,1.0
8075,24,54600.0,RENT,2.0
8076,23,55004.0,MORTGAGE,4.0
8077,25,54990.0,RENT,4.0
8078,23,55008.0,OWN,5.0
8079,24,54996.0,RENT,8.0
8080,22,54996.0,RENT,5.0
8081,25,55000.0,RENT,1.0
8082,25,49700.0,RENT,2.0
8083,23,50000.0,RENT,7.0
8084,23,51000.0,RENT,3.0
8085,22,59000.0,RENT,2.0
8086,24,55152.0,MORTGAGE,8.0
8087,24,60000.0,RENT,2.0
8088,25,55200.0,MORTGAGE,5.0
8089,26,60000.0,RENT,0.0
8090,25,60000.0,RENT,3.0
8091,22,60000.0,RENT,0.0
8092,22,49200.0,MORTGAGE,6.0
8093,23,60000.0,RENT,5.0
8094,21,55200.0,MORTGAGE,5.0
8095,23,60036.0,RENT,7.0
8096,24,49200.0,MORTGAGE,8.0
8097,21,60675.0,RENT,5.0
8098,21,61490.0,RENT,5.0
8099,23,55200.0,MORTGAGE,2.0
8100,23,55200.0,MORTGAGE,7.0
8101,25,63000.0,RENT,9.0
8102,23,64000.0,RENT,0.0
8103,26,55316.0,OWN,10.0
8104,25,67500.0,RENT,2.0
8105,24,55400.0,MORTGAGE,8.0
8106,23,62000.0,RENT,3.0
8107,23,68400.0,RENT,7.0
8108,26,49493.0,MORTGAGE,6.0
8109,25,71604.0,RENT,0.0
8110,22,75000.0,RENT,2.0
8111,22,55500.0,MORTGAGE,6.0
8112,24,55530.0,MORTGAGE,8.0
8113,21,55530.0,MORTGAGE,5.0
8114,23,49530.0,MORTGAGE,7.0
8115,26,76668.0,RENT,10.0
8116,23,80000.0,RENT,3.0
8117,23,80500.0,RENT,5.0
8118,21,84000.0,RENT,5.0
8119,24,55600.0,MORTGAGE,2.0
8120,24,55605.0,MORTGAGE,8.0
8121,23,49635.0,MORTGAGE,6.0
8122,24,55680.0,MORTGAGE,4.0
8123,25,73000.0,RENT,2.0
8124,25,88500.0,RENT,3.0
8125,25,55800.0,MORTGAGE,9.0
8126,25,55800.0,MORTGAGE,1.0
8127,24,55800.0,MORTGAGE,0.0
8128,23,55812.0,MORTGAGE,4.0
8129,26,90000.0,RENT,1.0
8130,26,55900.0,MORTGAGE,5.0
8131,25,49963.0,MORTGAGE,9.0
8132,23,49980.0,MORTGAGE,7.0
8133,24,56000.0,MORTGAGE,8.0
8134,23,93000.0,RENT,1.0
8135,23,105000.0,RENT,7.0
8136,22,56000.0,MORTGAGE,3.0
8137,25,56000.0,MORTGAGE,5.0
8138,26,111000.0,RENT,1.0
8139,26,56000.0,MORTGAGE,9.0
8140,23,56000.0,MORTGAGE,7.0
8141,24,56000.0,MORTGAGE,8.0
8142,25,135000.0,RENT,6.0
8143,25,149000.0,RENT,9.0
8144,25,62467.0,RENT,1.0
8145,26,56000.0,MORTGAGE,2.0
8146,24,80000.0,RENT,6.0
8147,24,56000.0,OWN,8.0
8148,25,26729.0,RENT,5.0
8149,23,56000.0,MORTGAGE,4.0
8150,24,56000.0,MORTGAGE,3.0
8151,24,56000.0,MORTGAGE,4.0
8152,25,50000.0,MORTGAGE,6.0
8153,22,56000.0,MORTGAGE,4.0
8154,26,37086.0,RENT,7.0
8155,23,38000.0,RENT,1.0
8156,24,56000.0,MORTGAGE,3.0
8157,26,41400.0,RENT,5.0
8158,24,56000.0,MORTGAGE,8.0
8159,22,45999.0,RENT,1.0
8160,23,50000.0,MORTGAGE,7.0
8161,25,56000.0,MORTGAGE,
8162,25,56000.0,MORTGAGE,9.0
8163,21,50000.0,RENT,4.0
8164,24,56000.0,MORTGAGE,2.0
8165,24,56000.0,MORTGAGE,5.0
8166,25,53600.0,RENT,1.0
8167,23,96000.0,RENT,7.0
8168,23,56000.0,MORTGAGE,4.0
8169,22,56000.0,MORTGAGE,3.0
8170,23,42000.0,RENT,1.0
8171,24,12480.0,RENT,1.0
8172,25,32500.0,RENT,5.0
8173,24,33000.0,RENT,1.0
8174,23,56000.0,OWN,7.0
8175,23,42000.0,RENT,4.0
8176,25,42000.0,RENT,0.0
8177,24,43995.0,RENT,
8178,21,56000.0,MORTGAGE,6.0
8179,25,57996.0,RENT,5.0
8180,25,62000.0,RENT,0.0
8181,26,56000.0,MORTGAGE,10.0
8182,24,72000.0,RENT,5.0
8183,26,56000.0,MORTGAGE,10.0
8184,22,34359.0,RENT,6.0
8185,21,12720.0,RENT,1.0
8186,23,56000.0,MORTGAGE,4.0
8187,24,56000.0,OWN,8.0
8188,22,56000.0,MORTGAGE,6.0
8189,24,20796.0,RENT,2.0
8190,23,56000.0,MORTGAGE,6.0
8191,22,56000.0,MORTGAGE,5.0
8192,23,21000.0,RENT,6.0
8193,23,56000.0,OWN,2.0
8194,23,21360.0,RENT,0.0
8195,25,21500.0,RENT,2.0
8196,22,22596.0,RENT,4.0
8197,24,23196.0,RENT,1.0
8198,25,24996.0,RENT,3.0
8199,26,56000.0,MORTGAGE,0.0
8200,22,25000.0,RENT,0.0
8201,24,56000.0,MORTGAGE,5.0
8202,22,25200.0,RENT,7.0
8203,26,26000.0,RENT,2.0
8204,23,56000.0,MORTGAGE,1.0
8205,23,56000.0,MORTGAGE,7.0
8206,23,26400.0,RENT,8.0
8207,21,27600.0,RENT,4.0
8208,25,28128.0,RENT,2.0
8209,21,30000.0,RENT,5.0
8210,23,30000.0,RENT,3.0
8211,24,30000.0,RENT,8.0
8212,23,56000.0,MORTGAGE,7.0
8213,26,56000.0,MORTGAGE,11.0
8214,21,30000.0,RENT,5.0
8215,26,30000.0,RENT,1.0
8216,23,30000.0,RENT,1.0
8217,23,56000.0,MORTGAGE,3.0
8218,21,30028.0,RENT,5.0
8219,22,31200.0,RENT,3.0
8220,22,31875.0,RENT,3.0
8221,26,32000.0,RENT,1.0
8222,22,33000.0,RENT,2.0
8223,26,34000.0,RENT,5.0
8224,23,56004.0,MORTGAGE,0.0
8225,22,56004.0,MORTGAGE,6.0
8226,22,56004.0,MORTGAGE,6.0
8227,22,56004.0,OWN,5.0
8228,22,56004.0,MORTGAGE,6.0
8229,22,34404.0,RENT,2.0
8230,26,56004.0,MORTGAGE,10.0
8231,26,56004.0,MORTGAGE,3.0
8232,26,56004.0,OWN,2.0
8233,23,34780.0,RENT,5.0
8234,25,35000.0,RENT,2.0
8235,21,29004.0,RENT,0.0
8236,24,50160.0,MORTGAGE,2.0
8237,23,56160.0,MORTGAGE,2.0
8238,25,36000.0,RENT,0.0
8239,26,36000.0,RENT,10.0
8240,26,30320.0,RENT,2.0
8241,22,56368.0,MORTGAGE,5.0
8242,22,36750.0,RENT,6.0
8243,25,50400.0,MORTGAGE,9.0
8244,22,56400.0,MORTGAGE,6.0
8245,21,56400.0,OWN,5.0
8246,23,56400.0,MORTGAGE,
8247,25,37676.0,RENT,6.0
8248,22,38000.0,RENT,5.0
8249,23,38000.0,RENT,0.0
8250,26,38400.0,RENT,10.0
8251,22,32400.0,RENT,6.0
8252,23,56500.0,MORTGAGE,7.0
8253,23,39975.0,RENT,0.0
8254,22,39996.0,RENT,0.0
8255,23,40000.0,RENT,7.0
8256,21,56532.0,MORTGAGE,
8257,24,56533.0,MORTGAGE,
8258,23,56600.0,OWN,3.0
8259,24,40000.0,RENT,1.0
8260,22,56650.0,MORTGAGE,2.0
8261,25,56655.0,MORTGAGE,9.0
8262,23,56700.0,MORTGAGE,7.0
8263,26,56700.0,MORTGAGE,3.0
8264,24,40000.0,RENT,0.0
8265,26,56810.0,MORTGAGE,10.0
8266,22,34000.0,RENT,2.0
8267,25,56900.0,MORTGAGE,9.0
8268,23,56900.0,MORTGAGE,7.0
8269,22,56902.0,MORTGAGE,6.0
8270,23,56996.0,OWN,2.0
8271,22,40906.0,RENT,4.0
8272,26,42000.0,RENT,0.0
8273,21,57000.0,OWN,5.0
8274,22,57000.0,MORTGAGE,4.0
8275,24,57000.0,MORTGAGE,0.0
8276,23,42000.0,RENT,1.0
8277,23,36000.0,RENT,1.0
8278,22,57000.0,MORTGAGE,6.0
8279,22,42500.0,RENT,0.0
8280,21,37260.0,RENT,1.0
8281,25,57000.0,MORTGAGE,5.0
8282,22,44000.0,RENT,0.0
8283,22,57000.0,MORTGAGE,6.0
8284,25,51000.0,MORTGAGE,9.0
8285,22,57000.0,MORTGAGE,2.0
8286,25,39000.0,RENT,9.0
8287,26,57000.0,MORTGAGE,6.0
8288,26,57000.0,MORTGAGE,10.0
8289,21,57000.0,MORTGAGE,5.0
8290,24,57000.0,MORTGAGE,8.0
8291,23,45000.0,RENT,5.0
8292,22,39000.0,RENT,1.0
8293,24,57000.0,MORTGAGE,8.0
8294,26,57000.0,MORTGAGE,4.0
8295,22,57000.0,MORTGAGE,1.0
8296,26,45450.0,RENT,2.0
8297,22,45600.0,RENT,6.0
8298,23,57000.0,MORTGAGE,0.0
8299,26,46800.0,RENT,6.0
8300,21,47500.0,RENT,2.0
8301,23,57000.0,MORTGAGE,7.0
8302,25,57000.0,OWN,9.0
8303,23,48000.0,RENT,4.0
8304,22,42000.0,RENT,7.0
8305,25,48000.0,RENT,9.0
8306,23,57000.0,MORTGAGE,1.0
8307,24,57000.0,MORTGAGE,5.0
8308,24,57000.0,MORTGAGE,8.0
8309,23,57000.0,MORTGAGE,5.0
8310,25,48659.0,RENT,4.0
8311,23,57000.0,MORTGAGE,6.0
8312,22,49000.0,RENT,7.0
8313,25,57000.0,MORTGAGE,5.0
8314,22,43000.0,RENT,1.0
8315,21,44000.0,RENT,5.0
8316,25,50000.0,RENT,3.0
8317,23,57000.0,MORTGAGE,6.0
8318,26,44000.0,RENT,0.0
8319,22,50000.0,RENT,1.0
8320,25,44000.0,RENT,7.0
8321,23,44000.0,RENT,0.0
8322,22,51000.0,MORTGAGE,3.0
8323,24,50000.0,RENT,2.0
8324,22,57000.0,MORTGAGE,6.0
8325,25,57000.0,OWN,5.0
8326,22,50000.0,RENT,1.0
8327,26,51000.0,MORTGAGE,5.0
8328,22,57000.0,MORTGAGE,5.0
8329,22,44400.0,RENT,4.0
8330,22,57000.0,MORTGAGE,5.0
8331,22,50663.0,RENT,0.0
8332,26,51000.0,MORTGAGE,10.0
8333,22,51000.0,RENT,6.0
8334,22,57000.0,MORTGAGE,6.0
8335,22,51000.0,RENT,6.0
8336,23,52000.0,RENT,7.0
8337,25,53000.0,RENT,0.0
8338,24,55000.0,RENT,0.0
8339,24,51000.0,MORTGAGE,8.0
8340,22,55000.0,RENT,6.0
8341,26,57000.0,MORTGAGE,10.0
8342,24,57000.0,OWN,8.0
8343,21,55000.0,RENT,1.0
8344,24,57000.0,MORTGAGE,3.0
8345,23,57000.0,OWN,7.0
8346,24,55000.0,RENT,1.0
8347,25,57000.0,OWN,4.0
8348,22,57000.0,MORTGAGE,6.0
8349,25,57000.0,MORTGAGE,5.0
8350,26,57006.0,MORTGAGE,10.0
8351,23,57000.0,RENT,8.0
8352,23,57600.0,RENT,5.0
8353,26,57068.0,OWN,2.0
8354,22,52000.0,RENT,1.0
8355,25,57120.0,MORTGAGE,
8356,23,57188.0,MORTGAGE,7.0
8357,21,57192.0,MORTGAGE,0.0
8358,23,59000.0,RENT,7.0
8359,25,53000.0,RENT,3.0
8360,21,57200.0,MORTGAGE,5.0
8361,22,57200.0,MORTGAGE,7.0
