loan_id,person_id,loan_amnt,loan_int_rate,loan_intent,loan_grade,loan_status,loan_percent_income
9205,9205,5000.0,10.39,DEBTCONSOLIDATION,B,False,0.25
9206,9206,1500.0,14.42,VENTURE,D,True,0.03
9207,9207,16750.0,12.53,EDUCATION,C,False,0.28
9208,9208,10000.0,8.0,VENTURE,A,False,0.17
9209,9209,5000.0,12.42,PERSONAL,B,False,0.25
9210,9210,5000.0,20.89,MEDICAL,F,True,0.24
9211,9211,8000.0,,EDUCATION,C,False,0.13
9212,9212,10000.0,9.63,MEDICAL,A,True,0.19
9213,9213,5000.0,6.99,PERSONAL,A,False,0.24
9214,9214,5000.0,6.91,VENTURE,A,False,0.24
9215,9215,16000.0,16.32,HOMEIMPROVEMENT,E,True,0.3
9216,9216,5000.0,8.63,DEBTCONSOLIDATION,A,False,0.24
9217,9217,5000.0,11.71,PERSONAL,B,True,0.24
9218,9218,5000.0,17.58,VENTURE,D,True,0.23
9219,9219,15000.0,11.89,PERSONAL,B,False,0.25
9220,9220,5000.0,9.99,DEBTCONSOLIDATION,B,False,0.23
9221,9221,10000.0,12.21,PERSONAL,B,False,0.17
9222,9222,5000.0,13.06,PERSONAL,C,True,0.23
9223,9223,5000.0,6.99,EDUCATION,A,False,0.23
9224,9224,8000.0,11.89,DEBTCONSOLIDATION,B,True,0.15
9225,9225,3000.0,13.16,PERSONAL,C,False,0.05
9226,9226,10000.0,11.26,PERSONAL,B,False,0.17
9227,9227,5000.0,15.7,PERSONAL,D,False,0.23
9228,9228,1000.0,9.63,EDUCATION,A,False,0.02
9229,9229,5000.0,16.32,PERSONAL,E,True,0.23
9230,9230,10000.0,10.83,HOMEIMPROVEMENT,B,False,0.17
9231,9231,5000.0,13.85,EDUCATION,C,False,0.22
9232,9232,5000.0,13.57,DEBTCONSOLIDATION,C,False,0.22
9233,9233,5000.0,11.11,EDUCATION,B,False,0.22
9234,9234,5000.0,13.06,HOMEIMPROVEMENT,C,True,0.22
9235,9235,5000.0,,PERSONAL,C,False,0.22
9236,9236,5000.0,,EDUCATION,B,False,0.22
9237,9237,5000.0,7.49,VENTURE,A,False,0.21
9238,9238,5000.0,14.27,HOMEIMPROVEMENT,C,True,0.21
9239,9239,1600.0,11.66,EDUCATION,C,False,0.03
9240,9240,5000.0,8.9,VENTURE,A,False,0.21
9241,9241,5000.0,7.51,DEBTCONSOLIDATION,A,False,0.21
9242,9242,5000.0,6.62,PERSONAL,A,False,0.21
9243,9243,5000.0,16.49,EDUCATION,D,False,0.21
9244,9244,7500.0,11.03,MEDICAL,C,True,0.14
9245,9245,7500.0,8.0,DEBTCONSOLIDATION,A,False,0.13
9246,9246,5000.0,,EDUCATION,B,False,0.21
9247,9247,5000.0,,HOMEIMPROVEMENT,D,True,0.21
9248,9248,9900.0,9.76,PERSONAL,B,False,0.17
9249,9249,7500.0,11.66,EDUCATION,C,False,0.13
9250,9250,6000.0,9.45,DEBTCONSOLIDATION,B,False,0.1
9251,9251,5000.0,6.92,EDUCATION,A,False,0.21
9252,9252,17000.0,9.45,EDUCATION,B,False,0.28
9253,9253,9800.0,7.75,PERSONAL,A,False,0.16
9254,9254,8000.0,8.07,MEDICAL,A,False,0.13
9255,9255,5000.0,12.98,MEDICAL,C,False,0.21
9256,9256,5000.0,12.61,DEBTCONSOLIDATION,C,False,0.21
9257,9257,5000.0,10.75,PERSONAL,B,False,0.21
9258,9258,5000.0,10.62,DEBTCONSOLIDATION,B,False,0.21
9259,9259,5000.0,11.48,VENTURE,B,False,0.21
9260,9260,5000.0,8.94,PERSONAL,A,False,0.21
9261,9261,5000.0,8.9,PERSONAL,A,False,0.21
9262,9262,10000.0,7.49,PERSONAL,A,False,0.17
9263,9263,5000.0,,DEBTCONSOLIDATION,D,True,0.2
9264,9264,5000.0,16.45,EDUCATION,E,True,0.2
9265,9265,5000.0,,MEDICAL,D,True,0.2
9266,9266,5000.0,,DEBTCONSOLIDATION,C,False,0.2
9267,9267,5000.0,12.69,MEDICAL,B,False,0.2
9268,9268,24000.0,6.54,EDUCATION,A,False,0.4
9269,9269,5500.0,8.0,VENTURE,A,False,0.09
9270,9270,9525.0,11.66,MEDICAL,C,True,0.18
9271,9271,5000.0,10.99,EDUCATION,B,False,0.2
9272,9272,5000.0,,VENTURE,A,False,0.2
9273,9273,17000.0,12.42,PERSONAL,B,False,0.28
9274,9274,5000.0,14.27,EDUCATION,C,False,0.08
9275,9275,5000.0,6.91,DEBTCONSOLIDATION,A,False,0.2
9276,9276,8000.0,17.49,MEDICAL,D,True,0.15
9277,9277,5000.0,7.14,VENTURE,A,False,0.2
9278,9278,12000.0,8.94,EDUCATION,A,False,0.2
9279,9279,5000.0,10.62,EDUCATION,B,False,0.2
9280,9280,6000.0,7.68,EDUCATION,A,False,0.1
9281,9281,5000.0,8.94,DEBTCONSOLIDATION,A,True,0.2
9282,9282,18000.0,13.72,MEDICAL,C,False,0.3
9283,9283,5300.0,,PERSONAL,B,False,0.09
9284,9284,5000.0,12.86,DEBTCONSOLIDATION,D,True,0.2
9285,9285,2500.0,6.92,DEBTCONSOLIDATION,A,False,0.04
9286,9286,6800.0,13.49,EDUCATION,C,False,0.11
9287,9287,10625.0,13.99,DEBTCONSOLIDATION,C,False,0.17
9288,9288,5000.0,11.99,PERSONAL,B,False,0.19
9289,9289,12000.0,12.21,PERSONAL,B,False,0.2
9290,9290,5000.0,7.9,MEDICAL,A,False,0.19
9291,9291,5000.0,13.49,EDUCATION,C,False,0.19
9292,9292,15000.0,14.65,EDUCATION,C,False,0.25
9293,9293,5000.0,15.99,EDUCATION,D,False,0.19
9294,9294,12000.0,13.49,MEDICAL,C,False,0.2
9295,9295,5000.0,5.42,VENTURE,A,False,0.19
9296,9296,9000.0,16.77,MEDICAL,D,True,0.16
9297,9297,12000.0,11.71,PERSONAL,B,False,0.2
9298,9298,5000.0,16.77,MEDICAL,E,True,0.19
9299,9299,2100.0,6.62,EDUCATION,A,False,0.03
9300,9300,6000.0,11.99,EDUCATION,B,True,0.11
9301,9301,6000.0,,PERSONAL,C,False,0.1
9302,9302,5000.0,,VENTURE,D,True,0.19
9303,9303,5000.0,9.32,DEBTCONSOLIDATION,A,False,0.19
9304,9304,5000.0,10.08,VENTURE,B,False,0.19
9305,9305,5000.0,7.9,DEBTCONSOLIDATION,A,True,0.18
9306,9306,5000.0,,MEDICAL,C,False,0.18
9307,9307,8000.0,11.49,DEBTCONSOLIDATION,B,False,0.13
9308,9308,18400.0,19.29,VENTURE,E,False,0.3
9309,9309,12000.0,10.99,PERSONAL,B,False,0.2
9310,9310,12000.0,7.49,EDUCATION,A,False,0.2
9311,9311,8000.0,7.49,PERSONAL,A,False,0.13
9312,9312,5000.0,13.11,EDUCATION,C,False,0.18
9313,9313,3000.0,15.62,PERSONAL,D,False,0.05
9314,9314,10000.0,6.99,PERSONAL,A,False,0.16
9315,9315,5000.0,7.51,EDUCATION,A,False,0.18
9316,9316,5000.0,15.07,PERSONAL,E,True,0.18
9317,9317,4200.0,7.29,PERSONAL,A,False,0.07
9318,9318,12000.0,7.29,DEBTCONSOLIDATION,A,False,0.2
9319,9319,8000.0,5.42,PERSONAL,A,False,0.13
9320,9320,10000.0,15.65,PERSONAL,D,False,0.16
9321,9321,7000.0,5.79,EDUCATION,A,False,0.11
9322,9322,8000.0,5.79,MEDICAL,A,False,0.13
9323,9323,8000.0,12.99,PERSONAL,C,False,0.13
9324,9324,21000.0,,MEDICAL,B,False,0.34
9325,9325,10000.0,7.51,DEBTCONSOLIDATION,A,True,0.18
9326,9326,18200.0,7.51,MEDICAL,A,False,0.3
9327,9327,8000.0,12.68,EDUCATION,C,False,0.13
9328,9328,10000.0,15.33,DEBTCONSOLIDATION,D,True,0.18
9329,9329,15000.0,9.88,HOMEIMPROVEMENT,B,False,0.25
9330,9330,7000.0,7.14,HOMEIMPROVEMENT,A,True,0.13
9331,9331,7500.0,10.25,PERSONAL,B,False,0.12
9332,9332,8000.0,11.14,VENTURE,B,False,0.13
9333,9333,21000.0,14.26,DEBTCONSOLIDATION,C,False,0.34
9334,9334,8000.0,14.96,MEDICAL,D,True,0.14
9335,9335,19200.0,11.48,VENTURE,B,False,0.31
9336,9336,8000.0,12.53,VENTURE,B,False,0.13
9337,9337,8000.0,6.03,VENTURE,A,False,0.13
9338,9338,8000.0,7.9,HOMEIMPROVEMENT,A,False,0.13
9339,9339,25000.0,10.59,VENTURE,B,False,0.41
9340,9340,8000.0,10.0,VENTURE,B,False,0.13
9341,9341,17000.0,6.03,MEDICAL,A,False,0.28
9342,9342,8000.0,6.62,EDUCATION,A,False,0.12
9343,9343,6400.0,8.59,EDUCATION,A,False,0.1
9344,9344,8000.0,12.69,EDUCATION,B,False,0.12
9345,9345,8000.0,10.59,VENTURE,B,False,0.12
9346,9346,8000.0,6.92,PERSONAL,A,False,0.12
9347,9347,9000.0,,VENTURE,A,False,0.15
9348,9348,8000.0,9.63,PERSONAL,B,False,0.12
9349,9349,5650.0,7.66,PERSONAL,A,False,0.09
9350,9350,5200.0,5.42,MEDICAL,A,False,0.08
9351,9351,8000.0,6.54,EDUCATION,A,False,0.12
9352,9352,10000.0,7.88,DEBTCONSOLIDATION,A,False,0.16
9353,9353,15250.0,15.68,PERSONAL,E,True,0.28
9354,9354,6000.0,14.42,MEDICAL,D,True,0.11
9355,9355,1500.0,12.84,HOMEIMPROVEMENT,C,False,0.02
9356,9356,5100.0,10.51,EDUCATION,B,False,0.08
9357,9357,7200.0,,HOMEIMPROVEMENT,A,True,0.13
9358,9358,9600.0,10.78,EDUCATION,C,True,0.17
9359,9359,8000.0,14.72,DEBTCONSOLIDATION,C,False,0.12
9360,9360,8000.0,9.32,PERSONAL,A,False,0.12
9361,9361,2000.0,11.49,PERSONAL,B,False,0.03
9362,9362,9000.0,16.49,EDUCATION,D,False,0.15
9363,9363,13000.0,9.63,VENTURE,A,False,0.21
9364,9364,6125.0,8.59,MEDICAL,A,False,0.1
9365,9365,25000.0,19.04,PERSONAL,F,True,0.45
9366,9366,8000.0,8.49,PERSONAL,A,False,0.12
9367,9367,5000.0,14.27,HOMEIMPROVEMENT,C,True,0.09
9368,9368,5500.0,14.61,MEDICAL,D,True,0.1
9369,9369,10800.0,9.99,EDUCATION,B,False,0.18
9370,9370,2500.0,,PERSONAL,B,False,0.04
9371,9371,8000.0,12.84,EDUCATION,C,False,0.12
9372,9372,5000.0,11.36,PERSONAL,B,False,0.08
9373,9373,30000.0,6.62,VENTURE,A,False,0.49
9374,9374,8000.0,7.14,VENTURE,A,False,0.12
9375,9375,3200.0,11.49,VENTURE,B,False,0.05
9376,9376,8000.0,,VENTURE,C,False,0.12
9377,9377,24250.0,14.96,EDUCATION,D,False,0.39
9378,9378,13000.0,10.62,PERSONAL,B,False,0.21
9379,9379,6500.0,6.03,HOMEIMPROVEMENT,A,False,0.11
9380,9380,8000.0,15.96,PERSONAL,C,False,0.11
9381,9381,3200.0,7.68,PERSONAL,A,False,0.05
9382,9382,17800.0,10.25,EDUCATION,B,False,0.29
9383,9383,8000.0,11.71,DEBTCONSOLIDATION,B,False,0.11
9384,9384,1500.0,6.54,MEDICAL,A,False,0.02
9385,9385,4000.0,7.75,VENTURE,A,False,0.06
9386,9386,8000.0,7.9,HOMEIMPROVEMENT,A,False,0.11
9387,9387,8000.0,15.96,EDUCATION,C,False,0.11
9388,9388,8000.0,6.99,EDUCATION,A,False,0.11
9389,9389,8000.0,11.99,MEDICAL,B,False,0.11
9390,9390,8000.0,15.28,DEBTCONSOLIDATION,D,True,0.13
9391,9391,8000.0,16.02,EDUCATION,D,False,0.11
9392,9392,12000.0,7.9,PERSONAL,A,False,0.19
9393,9393,8000.0,7.66,EDUCATION,A,False,0.11
9394,9394,4000.0,8.9,VENTURE,A,False,0.06
9395,9395,8000.0,14.84,PERSONAL,D,True,0.13
9396,9396,8000.0,14.72,EDUCATION,C,False,0.11
9397,9397,8000.0,14.26,PERSONAL,C,False,0.11
9398,9398,8400.0,6.62,DEBTCONSOLIDATION,A,False,0.14
9399,9399,8000.0,13.49,HOMEIMPROVEMENT,C,False,0.11
9400,9400,6200.0,,PERSONAL,A,False,0.1
9401,9401,1800.0,11.71,EDUCATION,B,False,0.03
9402,9402,13000.0,15.27,DEBTCONSOLIDATION,C,False,0.21
9403,9403,8000.0,7.9,DEBTCONSOLIDATION,A,False,0.11
9404,9404,8000.0,7.9,EDUCATION,A,False,0.11
9405,9405,15075.0,6.03,EDUCATION,A,False,0.24
9406,9406,8000.0,14.65,HOMEIMPROVEMENT,C,True,0.12
9407,9407,5875.0,6.03,PERSONAL,A,False,0.09
9408,9408,8000.0,7.9,MEDICAL,A,False,0.11
9409,9409,6000.0,7.51,DEBTCONSOLIDATION,A,False,0.1
9410,9410,2000.0,6.03,EDUCATION,A,False,0.03
9411,9411,10000.0,7.9,MEDICAL,A,False,0.16
9412,9412,5000.0,6.03,PERSONAL,A,False,0.08
9413,9413,10000.0,13.99,EDUCATION,C,False,0.16
9414,9414,12000.0,5.42,VENTURE,A,False,0.19
9415,9415,8000.0,10.0,HOMEIMPROVEMENT,B,False,0.11
9416,9416,8500.0,10.99,VENTURE,B,False,0.14
9417,9417,5575.0,,VENTURE,B,False,0.09
9418,9418,8000.0,15.62,EDUCATION,D,False,0.11
9419,9419,8000.0,13.92,EDUCATION,C,False,0.11
9420,9420,5000.0,5.42,VENTURE,A,False,0.08
9421,9421,8000.0,7.9,MEDICAL,A,False,0.11
9422,9422,10000.0,7.49,DEBTCONSOLIDATION,A,False,0.16
9423,9423,8000.0,5.99,DEBTCONSOLIDATION,A,False,0.11
9424,9424,8000.0,10.74,DEBTCONSOLIDATION,B,False,0.11
9425,9425,3000.0,12.99,HOMEIMPROVEMENT,C,False,0.05
9426,9426,9000.0,,MEDICAL,A,False,0.15
9427,9427,8000.0,13.79,PERSONAL,C,False,0.11
9428,9428,8000.0,15.37,VENTURE,D,False,0.11
9429,9429,10000.0,5.99,EDUCATION,A,False,0.16
9430,9430,8000.0,13.99,HOMEIMPROVEMENT,D,True,0.12
9431,9431,8000.0,5.99,PERSONAL,A,False,0.11
9432,9432,8000.0,13.11,PERSONAL,C,False,0.11
9433,9433,8000.0,6.03,MEDICAL,A,False,0.1
9434,9434,8000.0,7.51,DEBTCONSOLIDATION,A,False,0.1
9435,9435,9000.0,10.0,EDUCATION,B,False,0.15
9436,9436,8000.0,13.79,MEDICAL,C,False,0.1
9437,9437,10000.0,13.43,VENTURE,C,False,0.16
9438,9438,8000.0,14.54,VENTURE,D,True,0.14
9439,9439,8000.0,11.49,MEDICAL,B,False,0.1
9440,9440,8000.0,7.9,EDUCATION,A,False,0.1
9441,9441,10000.0,10.74,HOMEIMPROVEMENT,B,False,0.16
9442,9442,7750.0,10.0,EDUCATION,B,False,0.13
9443,9443,8000.0,18.39,VENTURE,E,False,0.1
9444,9444,8000.0,5.99,HOMEIMPROVEMENT,A,False,0.1
9445,9445,20000.0,,MEDICAL,A,False,0.32
9446,9446,8000.0,7.29,HOMEIMPROVEMENT,A,True,0.11
9447,9447,18000.0,14.46,VENTURE,D,False,0.29
9448,9448,10000.0,,PERSONAL,A,False,0.16
9449,9449,1500.0,6.91,EDUCATION,A,False,0.02
9450,9450,8000.0,12.73,MEDICAL,C,False,0.1
9451,9451,17000.0,6.91,EDUCATION,A,False,0.27
9452,9452,8000.0,12.84,VENTURE,C,False,0.1
9453,9453,8000.0,10.99,VENTURE,B,False,0.1
9454,9454,10000.0,7.88,MEDICAL,A,False,0.16
9455,9455,8000.0,13.48,HOMEIMPROVEMENT,C,True,0.11
9456,9456,2000.0,11.49,HOMEIMPROVEMENT,B,True,0.04
9457,9457,4000.0,6.76,EDUCATION,A,False,0.06
9458,9458,20000.0,10.38,MEDICAL,B,False,0.32
9459,9459,2100.0,11.86,EDUCATION,B,False,0.03
9460,9460,10000.0,14.35,VENTURE,C,True,0.18
9461,9461,8000.0,18.39,MEDICAL,E,True,0.1
9462,9462,8000.0,13.92,PERSONAL,C,False,0.09
9463,9463,6000.0,7.88,DEBTCONSOLIDATION,A,False,0.1
9464,9464,8000.0,13.06,HOMEIMPROVEMENT,C,False,0.09
9465,9465,10000.0,7.88,DEBTCONSOLIDATION,A,False,0.16
9466,9466,11200.0,7.88,VENTURE,A,False,0.18
9467,9467,18000.0,10.25,EDUCATION,B,True,0.32
9468,9468,8000.0,13.92,EDUCATION,C,False,0.09
9469,9469,8000.0,10.36,PERSONAL,B,False,0.09
9470,9470,5000.0,8.59,VENTURE,A,False,0.08
9471,9471,8000.0,10.37,MEDICAL,B,False,0.09
9472,9472,3500.0,13.57,VENTURE,C,False,0.06
9473,9473,10000.0,12.18,MEDICAL,B,False,0.16
9474,9474,6000.0,13.92,EDUCATION,C,False,0.1
9475,9475,5000.0,13.57,VENTURE,C,False,0.08
9476,9476,8000.0,14.26,DEBTCONSOLIDATION,C,True,0.1
9477,9477,12000.0,,PERSONAL,B,False,0.19
9478,9478,8000.0,14.27,EDUCATION,C,False,0.09
9479,9479,20000.0,16.7,VENTURE,E,False,0.32
9480,9480,8000.0,7.49,EDUCATION,A,False,0.09
9481,9481,6500.0,10.95,PERSONAL,B,False,0.1
9482,9482,10000.0,11.58,VENTURE,B,False,0.16
9483,9483,8000.0,6.92,MEDICAL,A,False,0.09
9484,9484,8000.0,13.35,DEBTCONSOLIDATION,C,False,0.09
9485,9485,8000.0,,PERSONAL,D,False,0.09
9486,9486,15000.0,16.0,MEDICAL,E,True,0.27
9487,9487,8000.0,6.92,PERSONAL,A,False,0.09
9488,9488,8000.0,11.86,PERSONAL,B,False,0.09
9489,9489,8000.0,11.49,DEBTCONSOLIDATION,B,False,0.09
9490,9490,7500.0,13.87,EDUCATION,D,False,0.12
9491,9491,6400.0,10.08,DEBTCONSOLIDATION,B,False,0.1
9492,9492,8000.0,10.08,HOMEIMPROVEMENT,B,False,0.13
9493,9493,9600.0,9.2,VENTURE,B,False,0.15
9494,9494,8000.0,15.23,PERSONAL,C,False,0.08
9495,9495,8000.0,10.99,PERSONAL,B,False,0.08
9496,9496,8000.0,13.8,HOMEIMPROVEMENT,C,False,0.08
9497,9497,8000.0,10.36,DEBTCONSOLIDATION,B,False,0.08
9498,9498,3000.0,8.7,MEDICAL,B,False,0.05
9499,9499,8000.0,12.61,EDUCATION,C,False,0.08
9500,9500,8000.0,12.61,HOMEIMPROVEMENT,C,True,0.1
9501,9501,8000.0,11.71,DEBTCONSOLIDATION,B,True,0.14
9502,9502,8000.0,16.45,VENTURE,E,True,0.1
9503,9503,8000.0,13.61,DEBTCONSOLIDATION,C,False,0.08
9504,9504,6000.0,10.0,DEBTCONSOLIDATION,B,True,0.11
9505,9505,8000.0,15.31,EDUCATION,D,False,0.08
9506,9506,4000.0,9.99,MEDICAL,B,False,0.06
9507,9507,8000.0,16.32,PERSONAL,D,False,0.08
9508,9508,8000.0,7.14,VENTURE,A,False,0.08
9509,9509,15000.0,11.26,PERSONAL,B,True,0.27
9510,9510,9600.0,10.95,DEBTCONSOLIDATION,B,False,0.15
9511,9511,8000.0,6.54,MEDICAL,A,False,0.08
9512,9512,15000.0,13.47,HOMEIMPROVEMENT,C,False,0.24
9513,9513,3600.0,7.37,EDUCATION,A,False,0.06
9514,9514,10000.0,9.07,MEDICAL,A,False,0.16
9515,9515,8000.0,14.74,DEBTCONSOLIDATION,D,True,0.09
9516,9516,9600.0,11.71,EDUCATION,B,False,0.15
9517,9517,8000.0,7.51,DEBTCONSOLIDATION,A,False,0.08
9518,9518,1600.0,12.61,PERSONAL,C,False,0.03
9519,9519,6000.0,12.53,EDUCATION,C,False,0.1
9520,9520,8000.0,16.29,MEDICAL,D,True,0.08
9521,9521,8000.0,9.88,DEBTCONSOLIDATION,B,False,0.07
9522,9522,18000.0,16.63,PERSONAL,E,False,0.29
9523,9523,8000.0,5.99,PERSONAL,A,False,0.07
9524,9524,8000.0,11.71,VENTURE,B,False,0.07
9525,9525,12000.0,16.29,DEBTCONSOLIDATION,D,True,0.21
9526,9526,8000.0,16.49,VENTURE,D,False,0.07
9527,9527,5000.0,9.99,MEDICAL,B,False,0.08
9528,9528,8000.0,16.29,PERSONAL,D,True,0.07
9529,9529,8000.0,16.77,DEBTCONSOLIDATION,E,True,0.07
9530,9530,8000.0,,EDUCATION,B,False,0.07
9531,9531,10000.0,7.66,MEDICAL,A,False,0.16
9532,9532,29800.0,10.65,EDUCATION,B,False,0.48
9533,9533,21650.0,12.69,PERSONAL,B,False,0.35
9534,9534,8000.0,14.61,EDUCATION,D,False,0.07
9535,9535,8000.0,12.53,MEDICAL,B,False,0.07
9536,9536,15000.0,17.58,MEDICAL,D,False,0.24
9537,9537,8000.0,9.63,MEDICAL,B,False,0.06
9538,9538,8000.0,13.23,PERSONAL,C,False,0.06
9539,9539,7200.0,8.9,VENTURE,A,False,0.12
9540,9540,4000.0,8.9,PERSONAL,A,False,0.06
9541,9541,8000.0,11.99,MEDICAL,B,False,0.06
9542,9542,11000.0,,DEBTCONSOLIDATION,A,False,0.18
9543,9543,8000.0,,VENTURE,B,False,0.06
9544,9544,7000.0,13.06,MEDICAL,C,False,0.11
9545,9545,8400.0,14.91,EDUCATION,D,True,0.15
9546,9546,25000.0,16.4,PERSONAL,E,True,0.44
9547,9547,8000.0,15.99,DEBTCONSOLIDATION,D,True,0.06
9548,9548,9500.0,6.54,EDUCATION,A,False,0.15
9549,9549,2400.0,14.46,EDUCATION,D,False,0.04
9550,9550,12600.0,13.85,VENTURE,C,False,0.2
9551,9551,12500.0,14.96,EDUCATION,D,False,0.2
9552,9552,2000.0,10.99,HOMEIMPROVEMENT,B,False,0.03
9553,9553,8000.0,15.62,PERSONAL,D,True,0.04
9554,9554,8050.0,12.69,EDUCATION,B,True,0.27
9555,9555,8050.0,10.0,EDUCATION,B,False,0.17
9556,9556,8075.0,6.17,DEBTCONSOLIDATION,A,False,0.16
9557,9557,8075.0,13.06,PERSONAL,C,False,0.15
9558,9558,12000.0,6.91,EDUCATION,A,False,0.19
9559,9559,8100.0,7.29,DEBTCONSOLIDATION,A,False,0.1
9560,9560,8100.0,,HOMEIMPROVEMENT,A,False,0.1
9561,9561,8125.0,7.9,EDUCATION,A,True,0.33
9562,9562,8000.0,7.51,HOMEIMPROVEMENT,A,False,0.13
9563,9563,8125.0,12.68,EDUCATION,C,False,0.27
9564,9564,5000.0,12.53,EDUCATION,C,False,0.08
9565,9565,13200.0,7.9,EDUCATION,A,False,0.21
9566,9566,23525.0,7.9,DEBTCONSOLIDATION,A,False,0.38
9567,9567,8150.0,12.87,HOMEIMPROVEMENT,C,False,0.15
9568,9568,8150.0,17.27,DEBTCONSOLIDATION,D,True,0.13
9569,9569,8000.0,11.49,MEDICAL,B,False,0.13
9570,9570,10000.0,5.99,PERSONAL,A,False,0.16
9571,9571,8200.0,12.21,VENTURE,B,False,0.24
9572,9572,6000.0,5.79,VENTURE,A,False,0.1
9573,9573,8200.0,6.62,VENTURE,A,False,0.2
9574,9574,8200.0,11.36,MEDICAL,B,False,0.2
9575,9575,8200.0,13.11,PERSONAL,C,False,0.15
9576,9576,16000.0,10.38,DEBTCONSOLIDATION,B,False,0.26
9577,9577,8200.0,6.99,EDUCATION,A,False,0.05
9578,9578,8250.0,7.49,EDUCATION,A,True,0.33
9579,9579,8250.0,7.51,MEDICAL,A,False,0.28
9580,9580,9600.0,13.22,MEDICAL,C,False,0.15
9581,9581,6500.0,13.22,PERSONAL,C,False,0.1
9582,9582,15000.0,6.0,DEBTCONSOLIDATION,C,False,0.24
9583,9583,4000.0,7.43,VENTURE,A,False,0.06
9584,9584,8250.0,,PERSONAL,B,False,0.25
9585,9585,12000.0,10.74,EDUCATION,B,False,0.19
9586,9586,7000.0,13.35,VENTURE,C,False,0.11
9587,9587,8250.0,13.61,EDUCATION,C,True,0.12
9588,9588,6000.0,10.2,MEDICAL,B,False,0.1
9589,9589,4400.0,,MEDICAL,B,False,0.07
9590,9590,8300.0,9.99,EDUCATION,B,True,0.32
9591,9591,8300.0,8.9,HOMEIMPROVEMENT,A,True,0.28
9592,9592,8300.0,10.99,EDUCATION,B,False,0.18
9593,9593,8300.0,8.9,DEBTCONSOLIDATION,A,False,0.17
9594,9594,8300.0,7.88,HOMEIMPROVEMENT,A,False,0.1
9595,9595,9600.0,11.03,DEBTCONSOLIDATION,C,False,0.15
9596,9596,15000.0,11.49,EDUCATION,B,False,0.24
9597,9597,10000.0,14.59,VENTURE,D,True,0.18
9598,9598,15000.0,16.4,DEBTCONSOLIDATION,E,True,0.26
9599,9599,14000.0,12.42,PERSONAL,B,False,0.22
9600,9600,8325.0,13.49,PERSONAL,C,False,0.27
9601,9601,8350.0,6.99,DEBTCONSOLIDATION,A,False,0.11
9602,9602,8400.0,6.03,EDUCATION,A,False,0.28
9603,9603,20000.0,7.9,EDUCATION,A,False,0.32
9604,9604,6000.0,9.91,VENTURE,B,False,0.1
9605,9605,8400.0,13.23,VENTURE,C,False,0.27
9606,9606,8400.0,16.77,DEBTCONSOLIDATION,D,True,0.26
9607,9607,20000.0,8.49,MEDICAL,A,False,0.32
9608,9608,8400.0,11.49,EDUCATION,B,False,0.26
9609,9609,20000.0,11.49,VENTURE,B,False,0.32
9610,9610,10000.0,10.59,PERSONAL,B,False,0.16
9611,9611,11000.0,,VENTURE,F,False,0.17
9612,9612,7300.0,7.49,EDUCATION,A,False,0.12
9613,9613,10000.0,10.59,PERSONAL,B,False,0.16
9614,9614,8400.0,,PERSONAL,D,False,0.25
9615,9615,20000.0,9.99,HOMEIMPROVEMENT,B,False,0.32
9616,9616,8400.0,12.87,VENTURE,C,False,0.24
9617,9617,9700.0,5.99,MEDICAL,A,False,0.15
9618,9618,11200.0,10.99,DEBTCONSOLIDATION,B,False,0.18
9619,9619,8400.0,11.49,MEDICAL,B,False,0.23
9620,9620,8400.0,18.64,PERSONAL,E,False,0.23
9621,9621,10800.0,5.99,MEDICAL,A,False,0.17
9622,9622,8400.0,,EDUCATION,A,True,0.28
9623,9623,8400.0,11.26,EDUCATION,B,False,0.23
9624,9624,6800.0,7.66,PERSONAL,A,False,0.11
9625,9625,8400.0,8.94,EDUCATION,A,False,0.2
9626,9626,8400.0,7.29,VENTURE,A,False,0.13
9627,9627,9000.0,,EDUCATION,D,False,0.14
9628,9628,15000.0,,MEDICAL,B,False,0.24
9629,9629,12000.0,7.66,MEDICAL,A,False,0.19
9630,9630,10000.0,6.91,MEDICAL,A,False,0.16
9631,9631,8400.0,17.27,DEBTCONSOLIDATION,D,True,0.24
9632,9632,4500.0,5.42,EDUCATION,A,False,0.07
9633,9633,8400.0,14.35,MEDICAL,C,False,0.2
9634,9634,10000.0,9.25,HOMEIMPROVEMENT,B,False,0.16
9635,9635,3700.0,5.42,EDUCATION,A,False,0.06
9636,9636,25000.0,11.49,EDUCATION,B,False,0.4
9637,9637,6300.0,11.49,VENTURE,B,False,0.1
9638,9638,8400.0,7.9,EDUCATION,A,False,0.19
9639,9639,8400.0,13.79,PERSONAL,C,True,0.22
9640,9640,4800.0,,VENTURE,E,False,0.08
9641,9641,8400.0,11.83,VENTURE,B,False,0.18
9642,9642,8400.0,12.73,MEDICAL,C,False,0.13
9643,9643,8400.0,11.12,DEBTCONSOLIDATION,B,False,0.17
9644,9644,8400.0,14.72,HOMEIMPROVEMENT,C,False,0.17
9645,9645,8950.0,10.99,PERSONAL,B,False,0.14
9646,9646,8400.0,13.22,MEDICAL,C,False,0.17
9647,9647,8400.0,14.5,MEDICAL,E,True,0.19
9648,9648,8400.0,11.99,DEBTCONSOLIDATION,B,False,0.16
9649,9649,8400.0,11.97,PERSONAL,C,False,0.16
9650,9650,8400.0,13.99,MEDICAL,C,False,0.16
