person_age,person_income,person_home_ownership,person_employment_length,loan_purpose,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_person_default_on_file,cb_credit_history_length,person_income_log,loan_amount_log
24,65000,mortgage,8.0,personal,A,2500,6.39,False,0.04,N,3,11.082157933374816,7.824445930877619
26,45500,rent,2.0,education,B,9400,9.91,False,0.21,N,2,10.725489582719506,9.148571345578551
23,44000,rent,2.0,venture,E_or_lower,9400,16.32,True,0.21,Y,3,10.691967639914864,9.148571345578551
26,65000,mortgage,4.0,education,B,6000,11.36,False,0.09,N,4,11.082157933374816,8.699681400989514
24,65000,own,3.0,personal,B,6000,11.36,False,0.09,N,2,11.082157933374816,8.699681400989514
24,65000,mortgage,0.0,debt-consolidation,C,3000,12.73,False,0.05,N,3,11.082157933374816,8.006700845440367
23,50400,rent,5.0,education,B,9400,9.99,False,0.19,N,4,10.827766295132466,9.148571345578551
22,45000,rent,6.0,medical,C,9425,13.49,False,0.21,Y,2,10.714439990727769,9.151227107483676
23,65000,mortgage,2.0,debt-consolidation,B,4400,11.36,False,0.07,N,4,11.082157933374816,8.38958706681109
24,25000,rent,3.0,medical,A,9450,6.62,True,0.38,N,4,10.12667110305036,9.153875834995056
23,65000,mortgage,3.0,personal,A,8000,7.14,False,0.12,N,4,11.082157933374816,8.987321812850125
21,26000,rent,1.0,debt-consolidation,D,9450,16.77,True,0.36,N,2,10.165890277802454,9.153875834995056
24,65000,mortgage,1.0,education,A,8500,7.51,False,0.13,N,2,11.082157933374816,9.04793908261736
24,33600,rent,2.0,personal,A,9450,7.66,True,0.28,N,2,10.422311107413181,9.153875834995056
24,65000,mortgage,7.0,venture,D,14000,15.31,False,0.22,Y,4,11.082157933374816,9.546884034617925
26,34200,rent,9.0,medical,D,9450,15.62,True,0.28,N,3,10.440010162389305,9.153875834995056
25,19200,rent,1.0,venture,A,9500,7.88,True,0.49,N,4,9.862717639992917,9.15915233520675
26,65000,own,3.0,medical,C,7000,13.92,False,0.11,Y,3,11.082157933374816,8.853808274977197
22,65000,own,6.0,medical,C,3000,13.92,False,0.05,Y,4,11.082157933374816,8.006700845440367
21,20000,rent,2.0,venture,A,9500,8.9,True,0.47,N,4,9.90353755128617,9.15915233520675
23,65000,mortgage,7.0,education,B,6000,11.48,False,0.09,N,4,11.082157933374816,8.699681400989514
23,65000,mortgage,4.0,education,A,7500,8.59,False,0.12,N,3,11.082157933374816,8.922791623969637
24,23040,rent,0.0,debt-consolidation,E_or_lower,9500,19.04,True,0.41,Y,4,10.045030516645731,9.15915233520675
22,27000,rent,0.0,debt-consolidation,D,9500,15.33,True,0.35,Y,3,10.203629181337648,9.15915233520675
24,28000,rent,1.0,medical,A,9500,5.99,True,0.34,N,3,10.239995502805316,9.15915233520675
26,28000,rent,4.0,medical,A,9500,8.94,True,0.34,N,4,10.239995502805316,9.15915233520675
24,30000,rent,1.0,venture,C,9500,13.92,True,0.32,N,2,10.308985993422082,9.15915233520675
22,32000,rent,5.0,personal,C,9500,13.57,False,0.3,N,3,10.373522431293592,9.15915233520675
23,65000,mortgage,2.0,education,B,20000,12.18,False,0.31,N,4,11.082157933374816,9.90353755128617
24,37157,rent,4.0,medical,B,9500,10.99,False,0.26,N,2,10.522934370166116,9.15915233520675
24,65000,mortgage,1.0,medical,A,10000,8.59,False,0.15,N,3,11.082157933374816,9.210440366976517
23,34000,rent,1.0,venture,C,9500,,True,0.28,N,3,10.434145214930487,9.15915233520675
24,59000,own,2.0,medical,E_or_lower,12000,17.74,True,0.2,Y,2,10.985309671896763,9.392745258631441
22,59000,other,3.0,medical,D,12000,,True,0.2,Y,3,10.985309671896763,9.392745258631441
22,65000,mortgage,6.0,venture,A,17000,8.94,False,0.26,N,2,11.082157933374816,9.741027444837728
23,41000,rent,5.0,education,A,9500,7.88,False,0.23,N,2,10.62135173563291,9.15915233520675
23,44064,rent,0.0,education,B,9500,11.26,False,0.22,N,2,10.693421095533761,9.15915233520675
25,46000,rent,1.0,medical,B,9500,,False,0.21,N,3,10.736418414365376,9.15915233520675
25,46500,rent,5.0,education,A,9500,6.76,False,0.2,N,3,10.747229096720554,9.15915233520675
23,40574,rent,2.0,home-improvement,D,9500,14.74,True,0.23,Y,4,10.610907392382792,9.15915233520675
26,47000,rent,5.0,personal,C,9500,12.87,False,0.2,N,4,10.757924157061597,9.15915233520675
25,65000,mortgage,0.0,home-improvement,B,15000,11.48,False,0.23,N,4,11.082157933374816,9.61587214452889
22,65000,own,1.0,venture,D,5000,15.37,False,0.08,N,4,11.082157933374816,8.517393171418904
22,59000,other,1.0,debt-consolidation,D,15000,,True,0.25,Y,2,10.985309671896763,9.61587214452889
24,48602,rent,0.0,medical,C,9500,12.73,False,0.2,N,4,10.791440536378527,9.15915233520675
24,59000,mortgage,3.0,debt-consolidation,C,6800,12.53,True,0.12,Y,4,10.985309671896763,8.824824939175638
22,65000,mortgage,6.0,venture,A,1500,9.32,False,0.02,N,2,11.082157933374816,7.313886831633462
22,50000,rent,6.0,medical,A,9500,6.99,False,0.19,N,2,10.819798284210286,9.15915233520675
24,52500,rent,1.0,education,C,9500,14.79,False,0.18,Y,3,10.868587496017359,9.15915233520675
26,65000,mortgage,6.0,medical,B,9250,,False,0.14,N,2,11.082157933374816,9.132486932771318
23,54000,rent,7.0,medical,C,9500,14.65,False,0.18,N,2,10.896757843893464,9.15915233520675
26,54011,rent,10.0,education,D,9500,16.29,False,0.18,N,2,10.896961523080932,9.15915233520675
24,55000,rent,5.0,venture,A,9500,9.63,False,0.17,N,4,10.915106645867503,9.15915233520675
23,65000,mortgage,2.0,education,B,15000,10.95,False,0.23,N,3,11.082157933374816,9.61587214452889
25,65000,mortgage,6.0,personal,C,7500,13.47,False,0.12,N,4,11.082157933374816,8.922791623969637
22,56400,rent,2.0,debt-consolidation,A,9500,8.9,False,0.17,N,4,10.94024216782542,9.15915233520675
22,59000,mortgage,3.0,debt-consolidation,D,19750,14.11,True,0.33,Y,3,10.985309671896763,9.890959401958858
25,57000,rent,2.0,education,A,9500,6.17,False,0.17,N,4,10.950824090522445,9.15915233520675
25,57000,rent,1.0,home-improvement,B,9500,12.53,False,0.17,N,4,10.950824090522445,9.15915233520675
25,65000,mortgage,0.0,debt-consolidation,A,2000,7.37,False,0.03,N,2,11.082157933374816,7.601402334583733
22,65000,mortgage,4.0,education,A,9000,9.63,False,0.14,N,3,11.082157933374816,9.105090961257085
25,61000,rent,4.0,venture,A,9500,7.51,False,0.16,N,2,11.0186455364637,9.15915233520675
25,68000,rent,2.0,debt-consolidation,A,9500,7.14,False,0.14,N,3,11.127277689932466,9.15915233520675
26,65000,mortgage,4.0,education,B,5000,11.89,False,0.08,N,4,11.082157933374816,8.517393171418904
23,65000,mortgage,7.0,venture,C,17600,12.72,False,0.27,N,3,11.082157933374816,9.77571099759397
24,58650,rent,4.0,medical,D,9500,16.49,True,0.14,N,3,10.979359904234647,9.15915233520675
22,69000,rent,1.0,home-improvement,D,9500,15.33,True,0.14,Y,4,11.141876276228,9.15915233520675
26,65000,mortgage,6.0,education,A,6000,9.07,False,0.09,N,3,11.082157933374816,8.699681400989514
24,70446,rent,1.0,personal,A,9550,7.49,False,0.14,N,3,11.16261593302765,9.164401140034737
22,65000,mortgage,1.0,personal,B,7500,10.08,False,0.12,N,4,11.082157933374816,8.922791623969637
23,65000,mortgage,7.0,education,B,5125,10.71,False,0.08,N,4,11.082157933374816,8.542080906924017
25,65000,own,9.0,personal,C,7000,11.66,False,0.11,Y,4,11.082157933374816,8.853808274977197
22,43000,rent,1.0,debt-consolidation,A,9575,6.62,False,0.22,N,3,10.668978650219241,9.16701524723781
22,21600,rent,0.0,education,A,9600,7.49,True,0.44,N,2,9.980494888896912,9.169622538697624
23,22000,rent,3.0,education,C,9600,13.16,True,0.44,N,2,9.99884318585288,9.169622538697624
25,24000,rent,9.0,personal,B,9600,11.71,True,0.4,N,4,10.085850775128717,9.169622538697624
21,24000,rent,4.0,home-improvement,C,9600,14.27,True,0.4,N,4,10.085850775128717,9.169622538697624
23,24000,rent,4.0,personal,B,9600,9.99,True,0.4,N,4,10.085850775128717,9.169622538697624
23,65000,mortgage,1.0,education,E_or_lower,15000,14.5,False,0.23,N,4,11.082157933374816,9.61587214452889
23,65000,mortgage,7.0,education,A,4000,7.75,False,0.06,N,2,11.082157933374816,8.294299608857235
23,65000,mortgage,0.0,personal,A,12800,8.38,False,0.2,N,2,11.082157933374816,9.45727857185611
23,65000,mortgage,7.0,personal,A,5000,7.43,False,0.08,N,4,11.082157933374816,8.517393171418904
22,65004,mortgage,5.0,venture,A,12500,6.03,False,0.19,N,4,11.08221946899627,9.433563920090563
22,65004,mortgage,6.0,medical,A,5500,6.03,False,0.08,N,2,11.08221946899627,8.612685172875459
24,65004,mortgage,8.0,home-improvement,C,3600,13.49,False,0.06,Y,4,11.08221946899627,8.188966863648876
21,28800,rent,1.0,education,B,9600,10.37,True,0.33,N,3,10.268165387743457,9.169622538697624
22,65004,own,3.0,venture,B,4000,10.99,False,0.06,N,3,11.08221946899627,8.294299608857235
21,65004,mortgage,5.0,debt-consolidation,B,5000,9.99,False,0.08,N,3,11.08221946899627,8.517393171418904
23,33280,rent,2.0,venture,C,9600,,False,0.29,N,4,10.412741942560633,9.169622538697624
26,33996,rent,1.0,medical,B,9600,9.88,False,0.28,N,2,10.434027564411219,9.169622538697624
25,65004,mortgage,9.0,medical,A,4500,6.92,False,0.07,N,2,11.08221946899627,8.412054873292933
22,65004,mortgage,5.0,education,A,6500,,False,0.1,N,2,11.08221946899627,8.77971129020447
22,65004,mortgage,6.0,medical,B,6500,9.25,False,0.1,N,4,11.08221946899627,8.77971129020447
26,65004,mortgage,7.0,home-improvement,B,20000,10.36,False,0.31,N,3,11.08221946899627,9.90353755128617
25,34000,rent,3.0,medical,A,9600,7.88,False,0.28,N,4,10.434145214930487,9.169622538697624
23,34560,rent,5.0,debt-consolidation,D,9600,16.02,True,0.28,Y,3,10.450481157684562,9.169622538697624
22,34800,rent,7.0,personal,E_or_lower,9600,19.16,True,0.28,Y,2,10.457401400981889,9.169622538697624
25,35000,rent,5.0,venture,B,9600,9.91,False,0.27,N,2,10.463131911491967,9.169622538697624
23,65004,mortgage,7.0,personal,A,15000,7.88,False,0.23,N,3,11.08221946899627,9.61587214452889
22,35000,rent,1.0,education,B,9600,11.99,False,0.27,N,4,10.463131911491967,9.169622538697624
23,35400,rent,4.0,venture,B,9600,11.89,False,0.27,N,2,10.474495347310453,9.169622538697624
21,65004,mortgage,5.0,medical,A,1500,7.88,False,0.02,N,4,11.08221946899627,7.313886831633462
24,30000,rent,0.0,medical,D,9600,14.91,True,0.32,Y,4,10.308985993422082,9.169622538697624
22,65004,mortgage,0.0,education,C,13000,13.23,False,0.2,N,2,11.08221946899627,9.472781556562168
26,36996,rent,8.0,personal,C,9600,11.97,False,0.26,Y,4,10.518592107258032,9.169622538697624
25,31000,rent,5.0,debt-consolidation,D,9600,16.77,True,0.31,N,3,10.34177474101152,9.169622538697624
23,65004,own,5.0,venture,C,7000,12.87,False,0.11,Y,2,11.08221946899627,8.853808274977197
21,37740,rent,0.0,debt-consolidation,C,9600,13.11,False,0.25,Y,4,10.538502315656821,9.169622538697624
26,65004,mortgage,10.0,home-improvement,B,5000,11.58,False,0.08,N,3,11.08221946899627,8.517393171418904
23,31800,rent,7.0,personal,C,9600,13.48,True,0.3,Y,3,10.367253014814716,9.169622538697624
25,65004,mortgage,1.0,medical,C,5000,13.47,False,0.08,Y,3,11.08221946899627,8.517393171418904
24,40000,rent,2.0,venture,C,9600,14.65,False,0.24,N,4,10.596659732783579,9.169622538697624
26,40000,rent,3.0,venture,C,9600,14.27,False,0.24,N,4,10.596659732783579,9.169622538697624
25,34000,rent,7.0,personal,D,9600,14.54,True,0.28,N,2,10.434145214930487,9.169622538697624
23,65100,mortgage,1.0,medical,C,9000,14.79,False,0.14,Y,4,11.083695189061785,9.105090961257085
24,65158,mortgage,9.0,venture,B,18000,10.25,False,0.28,N,4,11.084585715759665,9.798182590890704
22,40000,rent,0.0,medical,C,9600,14.72,False,0.24,Y,2,10.596659732783579,9.169622538697624
22,65200,mortgage,1.0,debt-consolidation,A,4000,7.14,False,0.06,N,4,11.08523008522044,8.294299608857235
24,65200,mortgage,5.0,medical,B,3000,11.26,False,0.05,N,3,11.08523008522044,8.006700845440367
21,65253,mortgage,5.0,venture,A,16075,,False,0.25,N,3,11.086042625988,9.685082755569091
23,65280,own,4.0,medical,B,18000,10.99,False,0.28,N,4,11.08645630814811,9.798182590890704
22,65338,mortgage,6.0,education,B,6500,11.71,False,0.1,N,4,11.087344380477186,8.77971129020447
23,65400,mortgage,4.0,venture,D,20000,15.05,False,0.31,Y,4,11.088292827848269,9.90353755128617
22,36000,rent,3.0,education,D,9600,17.27,True,0.27,Y,4,10.491301994830229,9.169622538697624
22,65416,mortgage,6.0,education,A,8000,6.92,False,0.12,N,2,11.088537442504965,8.987321812850125
25,65454,mortgage,9.0,debt-consolidation,B,8400,11.99,False,0.13,N,2,11.089118162614199,9.036106025364846
21,65496,mortgage,3.0,venture,B,13250,10.37,False,0.2,N,4,11.089759619047705,9.491828300264636
22,42500,rent,1.0,education,C,9600,11.22,False,0.23,Y,2,10.657282884047461,9.169622538697624
23,65500,mortgage,3.0,personal,B,16800,,False,0.26,N,2,11.089820688682373,9.729193687429403
25,37200,rent,6.0,home-improvement,A,9600,5.99,True,0.26,N,4,10.524090921620362,9.169622538697624
22,39000,rent,5.0,personal,D,9600,16.77,True,0.25,Y,2,10.571342565808699,9.169622538697624
22,45000,rent,2.0,education,C,9600,12.73,False,0.21,N,3,10.714439990727769,9.169622538697624
24,65544,own,4.0,education,B,5000,10.74,False,0.08,N,2,11.09049220863191,8.517393171418904
21,65592,mortgage,5.0,education,D,3600,15.99,False,0.05,Y,3,11.091224261921477,8.188966863648876
23,45000,rent,2.0,education,B,9600,10.25,False,0.21,N,2,10.714439990727769,9.169622538697624
21,45000,rent,3.0,medical,B,9600,12.18,False,0.21,N,3,10.714439990727769,9.169622538697624
25,59600,mortgage,5.0,education,E_or_lower,6000,16.45,True,0.1,N,4,10.995427631436174,8.699681400989514
26,59600,mortgage,9.0,venture,E_or_lower,21000,16.45,True,0.35,N,2,10.995427631436174,9.952325334619427
24,65600,mortgage,8.0,venture,A,10000,,False,0.15,N,3,11.091346218718432,9.210440366976517
25,65600,mortgage,1.0,medical,C,10000,11.78,False,0.15,Y,2,11.091346218718432,9.210440366976517
25,65707,mortgage,1.0,education,D,2000,14.59,False,0.03,N,3,11.092975962661091,7.601402334583733
22,46000,rent,0.0,debt-consolidation,B,9600,10.99,False,0.21,N,4,10.736418414365376,9.169622538697624
23,65748,mortgage,6.0,education,A,8800,9.63,False,0.13,N,3,11.093599740798876,9.082620630373812
22,65856,mortgage,6.0,medical,C,16800,13.92,False,0.26,N,2,11.095241003723723,9.729193687429403
26,48000,rent,0.0,education,C,9600,12.73,False,0.2,Y,3,10.778977123006351,9.169622538697624
24,50000,rent,0.0,home-improvement,A,9600,7.51,False,0.19,N,3,10.819798284210286,9.169622538697624
24,59964,mortgage,0.0,debt-consolidation,B,1275,10.99,True,0.02,N,4,11.001516337665821,7.151485463904735
23,50000,rent,2.0,education,C,9600,14.26,False,0.19,N,3,10.819798284210286,9.169622538697624
24,50500,rent,7.0,home-improvement,A,9600,,False,0.19,N,2,10.829748417047593,9.169622538697624
25,51000,rent,0.0,medical,C,9600,,False,0.19,Y,2,10.839600519357369,9.169622538697624
24,66000,mortgage,8.0,personal,D,15000,18.25,False,0.23,N,4,11.097425172408931,9.61587214452889
24,45000,rent,7.0,debt-consolidation,D,9600,15.31,True,0.21,Y,3,10.714439990727769,9.169622538697624
26,66000,own,0.0,home-improvement,C,18000,13.49,False,0.27,Y,3,11.097425172408931,9.798182590890704
26,60000,mortgage,0.0,medical,A,5000,7.9,True,0.08,N,2,11.002116507732017,8.517393171418904
26,53000,rent,7.0,venture,B,9600,11.71,False,0.18,N,2,10.87806606028079,9.169622538697624
21,53000,rent,3.0,personal,D,9600,,False,0.18,Y,4,10.87806606028079,9.169622538697624
22,53000,rent,2.0,venture,A,9600,7.66,False,0.18,N,4,10.87806606028079,9.169622538697624
23,66000,mortgage,7.0,venture,A,15000,6.03,False,0.23,N,4,11.097425172408931,9.61587214452889
22,66000,mortgage,4.0,education,A,6000,7.9,False,0.09,N,3,11.097425172408931,8.699681400989514
22,54000,rent,6.0,personal,A,9600,7.9,False,0.18,N,4,10.896757843893464,9.169622538697624
22,66000,mortgage,0.0,education,A,6000,7.51,False,0.09,N,2,11.097425172408931,8.699681400989514
22,66000,own,6.0,education,A,5000,7.9,False,0.08,N,4,11.097425172408931,8.517393171418904
22,66000,own,6.0,debt-consolidation,D,7500,17.58,False,0.11,Y,4,11.097425172408931,8.922791623969637
25,60000,mortgage,5.0,home-improvement,C,8000,14.27,True,0.13,N,3,11.002116507732017,8.987321812850125
23,66000,mortgage,5.0,venture,A,6000,6.62,False,0.09,N,2,11.097425172408931,8.699681400989514
25,49000,rent,10.0,education,A,9600,7.51,True,0.2,N,2,10.799595985047786,9.169622538697624
22,55000,rent,3.0,medical,A,9600,8.9,False,0.17,N,4,10.915106645867503,9.169622538697624
23,55000,rent,7.0,venture,A,9600,7.49,False,0.17,N,2,10.915106645867503,9.169622538697624
26,55000,rent,4.0,venture,A,9600,7.66,False,0.17,N,2,10.915106645867503,9.169622538697624
22,49000,rent,3.0,debt-consolidation,D,9600,,True,0.2,N,2,10.799595985047786,9.169622538697624
23,66000,mortgage,4.0,venture,B,3000,,False,0.05,N,4,11.097425172408931,8.006700845440367
22,60000,mortgage,4.0,education,A,14000,7.49,True,0.23,N,2,11.002116507732017,9.546884034617925
25,66000,own,9.0,personal,A,15000,7.49,False,0.23,N,4,11.097425172408931,9.61587214452889
22,66000,own,1.0,venture,C,15000,14.79,False,0.23,Y,3,11.097425172408931,9.61587214452889
26,58000,rent,10.0,education,C,9600,13.99,False,0.17,Y,4,10.968215530759236,9.169622538697624
23,60000,rent,0.0,education,C,9600,14.65,False,0.16,Y,2,11.002116507732017,9.169622538697624
22,60000,rent,4.0,personal,A,9600,7.9,False,0.16,N,3,11.002116507732017,9.169622538697624
25,60000,rent,9.0,debt-consolidation,A,9600,7.9,False,0.16,N,2,11.002116507732017,9.169622538697624
26,66000,mortgage,7.0,personal,B,4000,11.99,False,0.06,N,2,11.097425172408931,8.294299608857235
23,66000,mortgage,8.0,education,B,8750,9.99,False,0.13,N,2,11.097425172408931,9.076923258535832
23,54000,rent,2.0,personal,E_or_lower,9600,20.62,True,0.18,Y,2,10.896757843893464,9.169622538697624
25,54000,rent,5.0,home-improvement,D,9600,15.62,True,0.18,N,2,10.896757843893464,9.169622538697624
25,66000,mortgage,9.0,medical,B,6600,11.49,False,0.1,N,4,11.097425172408931,8.79497643168877
22,66000,mortgage,6.0,debt-consolidation,B,10000,11.49,False,0.15,N,3,11.097425172408931,9.210440366976517
23,66000,mortgage,4.0,personal,A,10000,5.42,False,0.15,N,3,11.097425172408931,9.210440366976517
26,66000,mortgage,10.0,debt-consolidation,A,15500,7.49,False,0.23,N,2,11.097425172408931,9.648659816955295
24,66000,mortgage,7.0,venture,C,11200,13.99,False,0.17,N,2,11.097425172408931,9.32375833901174
21,66000,mortgage,5.0,education,A,4500,7.49,False,0.07,N,2,11.097425172408931,8.412054873292933
25,63000,rent,5.0,education,D,9600,14.46,False,0.15,Y,4,11.050905878263567,9.169622538697624
23,66000,mortgage,7.0,venture,B,2700,10.74,False,0.04,N,3,11.097425172408931,7.901377353792616
22,66000,mortgage,6.0,personal,A,12000,5.79,False,0.18,N,3,11.097425172408931,9.392745258631441
22,65000,rent,6.0,personal,C,9600,12.99,False,0.15,Y,4,11.082157933374816,9.169622538697624
26,59000,rent,3.0,education,A,9600,7.49,True,0.16,N,3,10.985309671896763,9.169622538697624
23,66000,mortgage,7.0,personal,B,10000,9.63,False,0.15,N,4,11.097425172408931,9.210440366976517
22,65000,rent,3.0,medical,C,9600,11.97,False,0.15,N,2,11.082157933374816,9.169622538697624
26,66000,mortgage,6.0,debt-consolidation,B,7000,9.63,False,0.11,N,2,11.097425172408931,8.853808274977197
24,65450,rent,7.0,debt-consolidation,A,9600,8.49,False,0.15,N,2,11.089057050060134,9.169622538697624
24,66000,rent,8.0,personal,B,9600,11.26,False,0.15,N,3,11.097425172408931,9.169622538697624
21,66000,mortgage,5.0,medical,A,18000,6.91,False,0.27,N,3,11.097425172408931,9.798182590890704
22,68004,rent,4.0,debt-consolidation,A,9600,7.51,False,0.14,N,2,11.127336510866854,9.169622538697624
24,66000,mortgage,8.0,medical,A,15000,6.54,False,0.23,N,4,11.097425172408931,9.61587214452889
24,69996,rent,1.0,education,B,9600,11.71,False,0.14,N,4,11.156207662970246,9.169622538697624
22,66000,mortgage,6.0,venture,B,2400,,False,0.04,N,2,11.097425172408931,7.783640596221253
26,64000,rent,0.0,education,C,9600,11.97,True,0.15,N,4,11.06665398721974,9.169622538697624
22,66000,mortgage,4.0,debt-consolidation,A,2700,6.76,False,0.04,N,3,11.097425172408931,7.901377353792616
23,70560,rent,1.0,medical,A,9600,7.9,False,0.14,N,4,11.164232862915847,9.169622538697624
25,66000,mortgage,4.0,home-improvement,C,15000,14.35,False,0.23,N,4,11.097425172408931,9.61587214452889
22,66000,mortgage,5.0,debt-consolidation,A,8500,7.51,False,0.13,N,2,11.097425172408931,9.04793908261736
23,66000,mortgage,3.0,venture,A,6000,7.88,False,0.09,N,2,11.097425172408931,8.699681400989514
22,66000,mortgage,4.0,venture,A,3000,7.51,False,0.05,N,3,11.097425172408931,8.006700845440367
23,66000,mortgage,0.0,personal,A,7800,7.88,False,0.12,N,3,11.097425172408931,8.962007209588313
25,71000,rent,5.0,home-improvement,A,9600,5.79,False,0.14,N,4,11.170449240431308,9.169622538697624
22,72576,rent,7.0,education,A,9600,7.29,False,0.13,N,3,11.192403346212057,9.169622538697624
24,73000,rent,5.0,medical,C,9600,13.92,False,0.13,Y,3,11.19822841866684,9.169622538697624
25,75000,rent,8.0,personal,B,9600,12.69,False,0.13,N,3,11.225256725762893,9.169622538697624
26,75000,rent,2.0,personal,B,9600,10.0,False,0.13,N,4,11.225256725762893,9.169622538697624
24,66000,mortgage,5.0,debt-consolidation,B,13000,10.25,False,0.2,N,2,11.097425172408931,9.472781556562168
23,66000,mortgage,7.0,venture,B,5000,9.88,False,0.08,N,4,11.097425172408931,8.517393171418904
21,78000,rent,3.0,debt-consolidation,C,9600,,False,0.12,Y,3,11.264476926102367,9.169622538697624
21,66000,mortgage,4.0,debt-consolidation,A,7000,7.88,False,0.11,N,2,11.097425172408931,8.853808274977197
22,66000,mortgage,7.0,personal,B,20000,10.25,False,0.3,N,4,11.097425172408931,9.90353755128617
26,60000,mortgage,7.0,education,D,15000,14.59,True,0.25,Y,4,11.002116507732017,9.61587214452889
23,60000,mortgage,5.0,debt-consolidation,C,5600,14.22,True,0.09,Y,4,11.002116507732017,8.630700432209832
23,80000,rent,2.0,personal,A,9600,7.88,False,0.12,N,4,11.289794413577894,9.169622538697624
26,66000,mortgage,5.0,medical,B,15000,9.88,False,0.23,N,4,11.097425172408931,9.61587214452889
26,80000,rent,4.0,education,A,9600,,False,0.12,N,2,11.289794413577894,9.169622538697624
23,66000,mortgage,1.0,education,B,13200,11.14,False,0.2,N,4,11.097425172408931,9.488047863280759
25,80000,rent,2.0,education,B,9600,12.21,False,0.12,N,4,11.289794413577894,9.169622538697624
22,66000,mortgage,4.0,education,B,17500,11.48,False,0.27,N,3,11.097425172408931,9.770013301136158
22,81960,rent,6.0,personal,A,9600,7.29,False,0.12,N,2,11.313998803352098,9.169622538697624
25,83000,rent,3.0,education,B,9600,10.99,False,0.12,N,2,11.326607934898927,9.169622538697624
24,77964,rent,4.0,debt-consolidation,D,9600,14.42,True,0.12,N,2,11.264015287018985,9.169622538697624
23,85000,rent,2.0,medical,B,9600,10.99,False,0.11,N,4,11.350418300109132,9.169622538697624
26,60000,mortgage,9.0,personal,B,10000,12.21,True,0.17,N,4,11.002116507732017,9.210440366976517
25,66000,mortgage,0.0,home-improvement,B,18500,12.21,False,0.28,N,2,11.097425172408931,9.825580063659602
22,73000,rent,0.0,personal,A,9600,8.94,True,0.13,N,3,11.19822841866684,9.169622538697624
24,85392,rent,9.0,education,A,9600,7.29,False,0.11,N,3,11.35501940920405,9.169622538697624
23,88000,rent,7.0,personal,A,9600,5.79,False,0.11,N,3,11.385103457032141,9.169622538697624
22,66000,mortgage,6.0,education,C,15000,11.72,False,0.23,Y,2,11.097425172408931,9.61587214452889
25,66000,mortgage,7.0,medical,C,5875,10.91,False,0.09,Y,4,11.097425172408931,8.678631537293768
26,90000,rent,2.0,debt-consolidation,C,9600,13.85,False,0.11,Y,4,11.407576060361786,9.169622538697624
25,66125,mortgage,2.0,education,C,4000,12.53,False,0.06,Y,4,11.099317291919597,8.294299608857235
25,78000,rent,0.0,debt-consolidation,D,9600,14.11,True,0.12,Y,4,11.264476926102367,9.169622538697624
24,94000,rent,6.0,personal,C,9600,12.99,False,0.1,Y,2,11.451060699493427,9.169622538697624
24,94837,rent,8.0,home-improvement,B,9600,11.99,False,0.1,N,2,11.459925451808523,9.169622538697624
22,66250,mortgage,5.0,medical,A,8700,6.92,False,0.13,N,3,11.101205838074172,9.071193240566025
25,66252,own,10.0,medical,C,5000,12.53,False,0.08,Y,4,11.101236025842091,8.517393171418904
26,66384,mortgage,3.0,venture,A,10000,7.88,False,0.15,N,4,11.103226406330002,9.210440366976517
22,66396,mortgage,6.0,education,C,15000,13.48,False,0.23,N,2,11.103407153720955,9.61587214452889
23,97500,rent,0.0,debt-consolidation,B,9600,10.37,False,0.1,N,3,11.487617913343598,9.169622538697624
25,66420,mortgage,1.0,medical,B,4000,12.18,False,0.06,N,3,11.103768550523514,8.294299608857235
23,66480,own,6.0,education,A,4000,8.32,False,0.06,N,2,11.104671471534129,8.294299608857235
25,66500,mortgage,9.0,debt-consolidation,B,5000,9.63,False,0.08,N,3,11.104972264124868,8.517393171418904
26,120640,rent,0.0,education,C,9600,14.22,False,0.08,N,4,11.700574472332097,9.169622538697624
21,28000,rent,1.0,home-improvement,C,9700,11.34,True,0.35,N,2,10.239995502805316,9.179984251961283
24,66500,mortgage,0.0,home-improvement,A,8800,8.59,False,0.13,N,4,11.104972264124868,9.082620630373812
24,66500,mortgage,7.0,venture,C,1400,12.53,False,0.02,Y,4,11.104972264124868,7.244941546337007
21,70000,rent,5.0,medical,B,9700,12.53,False,0.14,N,4,11.156264806643742,9.179984251961283
26,66504,mortgage,10.0,education,C,12000,12.53,False,0.18,N,3,11.105032411787397,9.392745258631441
24,60516,other,8.0,debt-consolidation,B,18000,11.26,True,0.3,N,4,11.010679596283687,9.798182590890704
24,66600,own,3.0,venture,B,7200,10.65,False,0.11,N,4,11.106474871430772,8.881975184248867
23,66661,mortgage,7.0,medical,B,1500,11.49,False,0.02,N,3,11.10739035441195,7.313886831633462
24,66766,mortgage,4.0,home-improvement,A,9000,6.99,False,0.13,N,2,11.10896422548457,9.105090961257085
26,66800,mortgage,0.0,personal,B,2500,11.49,False,0.04,N,4,11.109473329472568,7.824445930877619
26,66912,mortgage,10.0,medical,A,12000,5.42,False,0.18,N,3,11.111148547119075,9.392745258631441
23,66912,mortgage,7.0,personal,C,16000,12.73,False,0.24,N,3,11.111148547119075,9.680406499268875
25,30000,rent,1.0,education,A,9950,8.49,True,0.33,N,4,10.308985993422082,9.205428327615163
26,66948,own,11.0,personal,B,20000,10.95,False,0.3,N,4,11.111686414487977,9.90353755128617
