person_age,person_income,person_home_ownership,person_employment_length,loan_purpose,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_person_default_on_file,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins
25,82560,rent,6.0,debt-consolidation,A,4500,7.42,False,0.05,N,3,11.321292693045136,8.412054873292933,1,"(0, 5]"
25,84000,rent,0.0,home-improvement,B,4500,12.18,False,0.05,N,2,11.338583982516496,8.412054873292933,2,"(0, 5]"
24,86854,rent,8.0,venture,A,4500,,False,0.05,N,4,11.371995340536024,8.412054873292933,1,"(0, 5]"
24,40000,mortgage,3.0,venture,B,10500,11.36,False,0.26,N,4,10.59665973278358,9.259225769705994,2,"(0, 5]"
24,40000,mortgage,8.0,personal,B,10000,9.88,False,0.25,N,2,10.59665973278358,9.210440366976515,2,"(0, 5]"
21,40000,own,6.0,venture,B,5600,10.25,False,0.14,N,3,10.59665973278358,8.630700432209832,2,"(0, 5]"
25,138000,rent,1.0,education,C,4500,13.43,False,0.03,N,3,11.8350162104899,8.412054873292933,3,"(0, 5]"
23,20664,rent,4.0,education,C,4550,13.72,False,0.22,Y,3,9.936196726945832,8.423102268016642,3,"(0, 5]"
21,34000,mortgage,5.0,education,B,10000,10.62,True,0.29,N,2,10.434145214930489,9.210440366976515,2,"(0, 5]"
22,29976,rent,6.0,debt-consolidation,C,4550,12.84,False,0.15,N,3,10.30818569993844,8.423102268016642,3,"(0, 5]"
23,42000,rent,2.0,education,C,4550,15.23,False,0.11,N,4,10.645448706505872,8.423102268016642,3,"(0, 5]"
26,130000,rent,0.0,home-improvement,C,4550,13.57,False,0.04,Y,2,11.775297421715829,8.423102268016642,3,"(0, 5]"
21,24000,rent,0.0,education,C,4600,13.99,False,0.19,Y,2,10.085850775128716,8.434028950155469,3,"(0, 5]"
23,27864,rent,0.0,medical,A,4600,6.03,False,0.17,N,3,10.235126700003637,8.434028950155469,1,"(0, 5]"
26,40000,mortgage,5.0,medical,B,6000,10.62,False,0.15,N,4,10.59665973278358,8.699681400989514,2,"(0, 5]"
21,28416,rent,6.0,personal,A,4600,,False,0.16,N,2,10.254742836614136,8.434028950155469,1,"(0, 5]"
24,30000,rent,0.0,medical,C,4600,,False,0.15,Y,2,10.308985993422082,8.434028950155469,3,"(0, 5]"
22,40000,mortgage,6.0,venture,A,4750,,False,0.12,N,2,10.59665973278358,8.46611040118692,1,"(0, 5]"
23,33000,rent,0.0,education,B,4600,11.71,False,0.14,N,3,10.404293143019792,8.434028950155469,2,"(0, 5]"
23,40000,rent,1.0,venture,B,4600,10.59,False,0.12,N,3,10.59665973278358,8.434028950155469,2,"(0, 5]"
25,40000,mortgage,8.0,debt-consolidation,A,10000,7.14,False,0.25,N,4,10.59665973278358,9.210440366976515,1,"(0, 5]"
23,46500,rent,3.0,education,D,4600,,False,0.1,Y,4,10.747229096720554,8.434028950155469,4,"(0, 5]"
21,40000,mortgage,5.0,medical,A,9000,7.51,False,0.23,N,4,10.59665973278358,9.105090961257083,1,"(0, 5]"
25,40000,mortgage,2.0,debt-consolidation,B,4750,,False,0.12,N,3,10.59665973278358,8.46611040118692,2,"(0, 5]"
26,44000,rent,5.0,debt-consolidation,C,4600,13.99,True,0.1,N,4,10.691967639914864,8.434028950155469,3,"(0, 5]"
21,51996,rent,5.0,personal,A,4600,8.59,False,0.09,N,2,10.858941303591608,8.434028950155469,1,"(0, 5]"
21,40000,mortgage,5.0,education,C,8000,,False,0.2,N,3,10.59665973278358,8.987321812850125,3,"(0, 5]"
23,52000,rent,5.0,personal,D,4600,14.96,True,0.09,N,2,10.859018228147889,8.434028950155469,4,"(0, 5]"
26,52800,rent,3.0,debt-consolidation,D,4600,15.62,True,0.09,Y,4,10.874285408908944,8.434028950155469,4,"(0, 5]"
24,40000,mortgage,8.0,debt-consolidation,A,4000,7.14,False,0.1,N,4,10.59665973278358,8.294299608857235,1,"(0, 5]"
23,40000,mortgage,3.0,education,B,12000,9.88,False,0.3,N,2,10.59665973278358,9.39274525863144,2,"(0, 5]"
25,34000,mortgage,2.0,home-improvement,C,5800,13.48,True,0.17,Y,3,10.434145214930489,8.665785595466064,3,"(0, 5]"
22,40000,mortgage,0.0,education,C,4000,12.73,False,0.1,Y,2,10.59665973278358,8.294299608857235,3,"(0, 5]"
24,73000,rent,2.0,medical,B,4600,9.99,False,0.06,N,2,11.19822841866684,8.434028950155469,2,"(0, 5]"
24,100000,rent,1.0,education,A,4600,8.49,False,0.05,N,2,11.51293546492023,8.434028950155469,1,"(0, 5]"
22,40000,own,0.0,venture,C,6400,14.22,False,0.16,Y,2,10.59665973278358,8.764209507142004,3,"(0, 5]"
24,22392,rent,4.0,medical,B,4650,9.99,False,0.21,N,4,10.016503689004832,8.444837529224097,2,"(0, 5]"
24,40000,mortgage,8.0,debt-consolidation,B,15000,9.88,False,0.38,N,2,10.59665973278358,9.61587214452889,2,"(0, 5]"
24,40000,mortgage,2.0,venture,B,10000,11.83,False,0.25,N,3,10.59665973278358,9.210440366976515,2,"(0, 5]"
21,31970,rent,2.0,venture,A,4650,9.32,False,0.15,N,2,10.372584520889063,8.444837529224097,1,"(0, 5]"
22,48000,rent,2.0,medical,B,4650,10.99,False,0.1,N,4,10.778977123006351,8.444837529224097,2,"(0, 5]"
24,31776,rent,6.0,venture,A,4700,8.94,False,0.15,N,3,10.366498036641763,8.45553053102413,1,"(0, 5]"
25,40000,rent,0.0,medical,C,4700,12.09,False,0.12,Y,3,10.59665973278358,8.45553053102413,3,"(0, 5]"
24,40000,own,1.0,home-improvement,A,9000,8.94,False,0.23,N,3,10.59665973278358,9.105090961257083,1,"(0, 5]"
23,41000,rent,7.0,personal,A,4700,7.9,False,0.11,N,2,10.62135173563291,8.45553053102413,1,"(0, 5]"
26,40000,mortgage,3.0,venture,B,1750,11.83,False,0.04,N,4,10.59665973278358,7.467942332285852,2,"(0, 5]"
24,45000,rent,2.0,debt-consolidation,B,4700,10.96,False,0.1,N,2,10.714439990727769,8.45553053102413,2,"(0, 5]"
26,19800,rent,0.0,medical,C,4725,11.22,True,0.24,N,3,9.893487720457795,8.460834457746854,3,"(0, 5]"
26,27600,rent,0.0,medical,A,4725,6.54,False,0.17,N,2,10.22560728293294,8.460834457746854,1,"(0, 5]"
24,40000,own,8.0,home-improvement,C,7500,13.22,False,0.19,N,3,10.59665973278358,8.922791623969637,3,"(0, 5]"
24,14400,rent,0.0,education,B,4750,10.75,True,0.4,N,4,9.575052927597383,8.46611040118692,2,"(0, 5]"
21,14400,rent,6.0,personal,C,4750,12.73,True,0.34,Y,3,9.575052927597383,8.46611040118692,3,"(0, 5]"
22,14400,rent,2.0,personal,D,4750,14.61,True,0.34,N,4,9.575052927597383,8.46611040118692,4,"(0, 5]"
26,14400,rent,1.0,debt-consolidation,B,4750,10.25,True,0.34,N,2,9.575052927597383,8.46611040118692,2,"(0, 5]"
23,14400,rent,1.0,education,B,4750,11.11,True,0.33,N,2,9.575052927597383,8.46611040118692,2,"(0, 5]"
21,40000,mortgage,5.0,education,B,9000,11.14,False,0.23,N,3,10.59665973278358,9.105090961257083,2,"(0, 5]"
26,15000,rent,0.0,personal,A,4750,8.49,True,0.32,N,3,9.61587214452889,8.46611040118692,1,"(0, 5]"
25,15600,rent,1.0,personal,C,4750,13.85,True,0.3,N,4,9.65509029374725,8.46611040118692,3,"(0, 5]"
22,16000,rent,0.0,education,C,4750,13.16,True,0.3,N,3,9.680406499268877,8.46611040118692,3,"(0, 5]"
23,40000,own,6.0,venture,B,12000,11.14,False,0.3,N,3,10.59665973278358,9.39274525863144,2,"(0, 5]"
22,20400,rent,1.0,debt-consolidation,B,4750,11.49,False,0.23,N,2,9.923339198238727,8.46611040118692,2,"(0, 5]"
25,20400,rent,3.0,venture,C,4750,12.98,False,0.23,Y,4,9.923339198238727,8.46611040118692,3,"(0, 5]"
24,40000,mortgage,2.0,debt-consolidation,A,3400,7.4,False,0.09,N,3,10.59665973278358,8.131824785007195,1,"(0, 5]"
22,21000,rent,4.0,education,D,4750,,False,0.23,N,2,9.952325334619427,8.46611040118692,4,"(0, 5]"
25,24000,rent,9.0,medical,B,4750,10.38,False,0.2,N,4,10.085850775128716,8.46611040118692,2,"(0, 5]"
24,24000,rent,8.0,debt-consolidation,B,4750,10.62,False,0.2,N,3,10.085850775128716,8.46611040118692,2,"(0, 5]"
21,26400,rent,5.0,personal,C,4750,12.23,False,0.18,N,3,10.181157167204905,8.46611040118692,3,"(0, 5]"
24,34000,mortgage,3.0,personal,D,10000,15.31,True,0.29,Y,2,10.434145214930489,9.210440366976515,4,"(0, 5]"
24,28800,rent,0.0,education,C,4750,,False,0.16,Y,4,10.268165387743457,8.46611040118692,3,"(0, 5]"
22,40000,own,0.0,education,B,6000,11.48,False,0.15,N,4,10.59665973278358,8.699681400989514,2,"(0, 5]"
24,40000,mortgage,8.0,education,D,3000,15.65,False,0.07,N,2,10.59665973278358,8.006700845440367,4,"(0, 5]"
23,40000,mortgage,1.0,education,B,4000,11.48,False,0.1,N,3,10.59665973278358,8.294299608857235,2,"(0, 5]"
22,14400,rent,1.0,medical,B,4800,12.53,True,0.36,N,4,9.575052927597383,8.476579508530941,2,"(0, 5]"
21,15000,rent,6.0,venture,A,4800,8.49,True,0.32,N,3,9.61587214452889,8.476579508530941,1,"(0, 5]"
24,15000,rent,3.0,personal,E_or_lower,4800,16.95,True,0.32,N,3,9.61587214452889,8.476579508530941,6,"(0, 5]"
21,15996,rent,3.0,medical,D,4800,15.37,True,0.3,Y,3,9.680156483641596,8.476579508530941,4,"(0, 5]"
22,19800,rent,4.0,debt-consolidation,B,4800,10.99,True,0.24,N,2,9.893487720457795,8.476579508530941,2,"(0, 5]"
26,20000,rent,0.0,debt-consolidation,A,4800,7.49,False,0.24,N,2,9.90353755128617,8.476579508530941,1,"(0, 5]"
24,20000,rent,5.0,medical,B,4800,11.14,False,0.24,N,4,9.90353755128617,8.476579508530941,2,"(0, 5]"
24,40000,mortgage,3.0,venture,A,5000,8.59,False,0.13,N,3,10.59665973278358,8.517393171418904,1,"(0, 5]"
22,40000,mortgage,6.0,debt-consolidation,A,7000,9.32,False,0.17,N,3,10.59665973278358,8.853808274977197,1,"(0, 5]"
23,20400,rent,0.0,personal,A,4800,,False,0.24,N,2,9.923339198238727,8.476579508530941,1,"(0, 5]"
26,40000,mortgage,6.0,venture,C,10750,12.84,False,0.27,Y,4,10.59665973278358,9.282754052485227,3,"(0, 5]"
23,40000,mortgage,7.0,education,B,3500,12.21,False,0.09,N,3,10.59665973278358,8.160803920954665,2,"(0, 5]"
22,21000,rent,5.0,medical,B,4800,10.75,False,0.23,N,3,9.952325334619427,8.476579508530941,2,"(0, 5]"
26,21000,rent,0.0,venture,A,4800,7.75,False,0.23,N,4,9.952325334619427,8.476579508530941,1,"(0, 5]"
22,21600,rent,0.0,medical,C,4800,13.49,False,0.22,N,3,9.980494888896912,8.476579508530941,3,"(0, 5]"
21,22000,rent,1.0,medical,A,4800,7.88,False,0.22,N,2,9.99884318585288,8.476579508530941,1,"(0, 5]"
26,40000,mortgage,3.0,venture,A,3250,8.0,False,0.08,N,4,10.59665973278358,8.086717920303906,1,"(0, 5]"
21,34000,other,3.0,venture,E_or_lower,9600,15.68,True,0.28,Y,2,10.434145214930489,9.169622538697624,6,"(0, 5]"
23,23136,rent,4.0,education,A,4800,6.17,False,0.21,N,2,10.049188346707682,8.476579508530941,1,"(0, 5]"
22,23448,rent,4.0,debt-consolidation,B,4800,11.86,False,0.2,N,3,10.062583129041906,8.476579508530941,2,"(0, 5]"
22,40000,mortgage,6.0,personal,C,10000,,False,0.25,Y,3,10.59665973278358,9.210440366976515,3,"(0, 5]"
22,24000,rent,6.0,education,A,4800,7.49,False,0.2,N,2,10.085850775128716,8.476579508530941,1,"(0, 5]"
26,24000,rent,0.0,education,A,4800,,False,0.2,N,3,10.085850775128716,8.476579508530941,1,"(0, 5]"
22,24500,rent,3.0,medical,B,4800,10.65,False,0.2,N,2,10.106469212026385,8.476579508530941,2,"(0, 5]"
25,26000,rent,1.0,personal,B,4800,10.65,False,0.18,N,4,10.165890277802454,8.476579508530941,2,"(0, 5]"
22,26004,rent,5.0,medical,B,4800,10.99,False,0.18,N,4,10.166044106207172,8.476579508530941,2,"(0, 5]"
24,26085,rent,2.0,education,C,4800,13.35,False,0.18,Y,3,10.169154050930228,8.476579508530941,3,"(0, 5]"
23,26400,rent,4.0,personal,A,4800,,False,0.18,N,4,10.181157167204905,8.476579508530941,1,"(0, 5]"
21,27000,rent,4.0,debt-consolidation,C,4800,13.49,False,0.18,N,4,10.203629181337648,8.476579508530941,3,"(0, 5]"
21,27000,rent,1.0,education,A,4800,7.51,False,0.18,N,2,10.203629181337648,8.476579508530941,1,"(0, 5]"
22,40000,mortgage,1.0,personal,E_or_lower,8000,16.0,False,0.2,Y,3,10.59665973278358,8.987321812850125,6,"(0, 5]"
21,27700,rent,5.0,personal,A,4800,6.62,False,0.17,N,4,10.229223792606836,8.476579508530941,1,"(0, 5]"
26,27880,rent,1.0,medical,B,4800,9.25,False,0.17,N,4,10.235700732236957,8.476579508530941,2,"(0, 5]"
22,29000,rent,6.0,medical,C,4800,12.99,False,0.17,Y,4,10.275085591132717,8.476579508530941,3,"(0, 5]"
25,34000,mortgage,8.0,home-improvement,B,3000,10.51,True,0.09,N,3,10.434145214930489,8.006700845440367,2,"(0, 5]"
22,29534,rent,1.0,education,B,4800,11.99,False,0.16,N,4,10.293331279741336,8.476579508530941,2,"(0, 5]"
23,40000,mortgage,1.0,venture,B,1200,10.83,False,0.03,N,2,10.59665973278358,7.0909098220799835,2,"(0, 5]"
24,30000,rent,5.0,education,A,4800,6.99,False,0.16,N,4,10.308985993422082,8.476579508530941,1,"(0, 5]"
23,30000,rent,6.0,education,A,4800,7.49,False,0.16,N,3,10.308985993422082,8.476579508530941,1,"(0, 5]"
24,30000,rent,8.0,venture,B,4800,11.49,False,0.16,N,2,10.308985993422082,8.476579508530941,2,"(0, 5]"
24,30000,rent,0.0,education,C,4800,13.35,False,0.16,N,3,10.308985993422082,8.476579508530941,3,"(0, 5]"
23,30000,rent,0.0,education,B,4800,,False,0.16,N,4,10.308985993422082,8.476579508530941,2,"(0, 5]"
26,40000,mortgage,10.0,venture,B,5200,10.08,False,0.13,N,3,10.59665973278358,8.556606193773073,2,"(0, 5]"
25,30000,rent,5.0,debt-consolidation,C,4800,11.22,False,0.16,Y,3,10.308985993422082,8.476579508530941,3,"(0, 5]"
24,40000,own,4.0,medical,A,1000,7.37,False,0.03,N,2,10.59665973278358,6.90875477931522,1,"(0, 5]"
22,40000,mortgage,5.0,medical,A,5000,7.68,False,0.13,N,4,10.59665973278358,8.517393171418904,1,"(0, 5]"
22,31200,rent,4.0,venture,B,4800,10.37,False,0.15,N,4,10.348205424565991,8.476579508530941,2,"(0, 5]"
24,32000,rent,6.0,medical,B,4800,10.59,False,0.15,N,2,10.373522431293592,8.476579508530941,2,"(0, 5]"
22,32000,rent,3.0,debt-consolidation,D,4800,16.49,True,0.15,Y,2,10.373522431293592,8.476579508530941,4,"(0, 5]"
22,32000,rent,0.0,debt-consolidation,B,4800,11.11,False,0.15,N,4,10.373522431293592,8.476579508530941,2,"(0, 5]"
25,32000,rent,0.0,education,A,4800,7.14,False,0.15,N,3,10.373522431293592,8.476579508530941,1,"(0, 5]"
22,40000,mortgage,5.0,debt-consolidation,B,8000,9.76,False,0.2,N,4,10.59665973278358,8.987321812850125,2,"(0, 5]"
22,32000,rent,1.0,education,C,4800,13.61,False,0.15,N,4,10.373522431293592,8.476579508530941,3,"(0, 5]"
23,32640,rent,5.0,venture,B,4800,11.99,False,0.15,N,2,10.393324445863634,8.476579508530941,2,"(0, 5]"
26,33000,rent,6.0,education,B,4800,12.69,False,0.15,N,4,10.404293143019792,8.476579508530941,2,"(0, 5]"
22,33000,rent,3.0,medical,A,4800,7.49,False,0.15,N,4,10.404293143019792,8.476579508530941,1,"(0, 5]"
22,40000,mortgage,1.0,education,B,13025,10.14,False,0.33,N,3,10.59665973278358,9.474702639106347,2,"(0, 5]"
26,40000,own,0.0,medical,B,15000,9.64,False,0.38,N,4,10.59665973278358,9.61587214452889,2,"(0, 5]"
24,33000,rent,4.0,medical,D,4800,14.91,True,0.15,Y,4,10.404293143019792,8.476579508530941,4,"(0, 5]"
24,40000,own,6.0,medical,D,5000,11.86,False,0.13,N,4,10.59665973278358,8.517393171418904,4,"(0, 5]"
23,34000,mortgage,0.0,debt-consolidation,D,2525,13.12,True,0.07,N,3,10.434145214930489,7.8343923029104365,4,"(0, 5]"
23,33000,rent,5.0,debt-consolidation,D,4800,14.54,True,0.15,Y,3,10.404293143019792,8.476579508530941,4,"(0, 5]"
25,34000,mortgage,2.0,venture,C,15450,11.22,True,0.45,N,4,10.434145214930489,9.64542900515042,3,"(0, 5]"
24,33600,rent,0.0,medical,B,4800,11.86,False,0.14,N,2,10.42231110741318,8.476579508530941,2,"(0, 5]"
26,35000,rent,0.0,debt-consolidation,A,4800,8.9,False,0.14,N,2,10.463131911491969,8.476579508530941,1,"(0, 5]"
22,40058,mortgage,5.0,venture,B,6000,9.91,False,0.15,N,2,10.598108646352074,8.699681400989514,2,"(0, 5]"
22,35000,rent,3.0,education,A,4800,5.42,False,0.14,N,3,10.463131911491969,8.476579508530941,1,"(0, 5]"
25,35000,rent,9.0,venture,B,4800,11.14,False,0.14,N,2,10.463131911491969,8.476579508530941,2,"(0, 5]"
25,35000,rent,1.0,medical,C,4800,10.28,False,0.14,N,2,10.463131911491969,8.476579508530941,3,"(0, 5]"
23,40104,other,7.0,education,C,10000,12.72,False,0.25,Y,2,10.599256293801025,9.210440366976515,3,"(0, 5]"
24,40113,mortgage,6.0,home-improvement,A,5000,7.14,False,0.12,N,2,10.599480679545993,8.517393171418904,1,"(0, 5]"
22,30000,rent,4.0,personal,C,4800,,True,0.16,N,3,10.308985993422082,8.476579508530941,3,"(0, 5]"
23,36000,rent,0.0,personal,B,4800,11.11,False,0.13,N,3,10.491301994830229,8.476579508530941,2,"(0, 5]"
21,40200,mortgage,5.0,medical,A,7200,7.88,False,0.18,N,2,10.601647149919607,8.881975184248867,1,"(0, 5]"
25,30000,rent,0.0,home-improvement,E_or_lower,4800,15.95,True,0.16,Y,2,10.308985993422082,8.476579508530941,6,"(0, 5]"
26,40224,mortgage,0.0,personal,A,7000,7.4,False,0.17,N,2,10.602243971860585,8.853808274977197,1,"(0, 5]"
22,40269,mortgage,6.0,debt-consolidation,C,6625,15.23,False,0.16,Y,3,10.6033620538455,8.798756582859841,3,"(0, 5]"
26,40272,mortgage,3.0,education,B,10000,11.86,False,0.25,N,3,10.603436548215,9.210440366976515,2,"(0, 5]"
23,40308,mortgage,1.0,education,A,5000,7.68,False,0.12,N,4,10.60433004806348,8.517393171418904,1,"(0, 5]"
25,38000,rent,9.0,medical,B,4800,11.71,False,0.13,N,4,10.545367754151744,8.476579508530941,2,"(0, 5]"
22,32400,rent,7.0,personal,C,4800,13.98,True,0.15,Y,2,10.385944565501662,8.476579508530941,3,"(0, 5]"
22,38790,rent,0.0,education,C,4800,13.8,False,0.12,Y,3,10.565943539941884,8.476579508530941,3,"(0, 5]"
26,39996,rent,5.0,education,C,4800,12.99,False,0.12,N,4,10.596559730283431,8.476579508530941,3,"(0, 5]"
22,40499,mortgage,7.0,medical,B,11500,11.83,False,0.28,N,4,10.60905725309463,9.35018926709258,2,"(0, 5]"
24,40800,rent,5.0,medical,C,4800,13.85,False,0.12,Y,3,10.616461869895817,8.476579508530941,3,"(0, 5]"
22,41300,rent,6.0,education,B,4800,11.89,False,0.12,N,3,10.628641991731053,8.476579508530941,2,"(0, 5]"
25,40500,mortgage,5.0,home-improvement,B,6500,9.63,False,0.16,N,4,10.609081944147828,8.77971129020447,2,"(0, 5]"
22,41504,rent,6.0,education,C,4800,12.99,False,0.12,N,4,10.633569180889136,8.476579508530941,3,"(0, 5]"
22,42000,rent,4.0,debt-consolidation,C,4800,14.35,False,0.11,N,4,10.645448706505872,8.476579508530941,3,"(0, 5]"
25,42000,rent,2.0,debt-consolidation,C,4800,13.22,False,0.11,N,4,10.645448706505872,8.476579508530941,3,"(0, 5]"
22,42996,rent,3.0,personal,C,4800,11.03,False,0.11,N,4,10.668885624799978,8.476579508530941,3,"(0, 5]"
22,40542,mortgage,6.0,venture,A,6250,,False,0.15,N,2,10.610118418254732,8.740496729931813,1,"(0, 5]"
26,44600,rent,0.0,education,C,4800,14.65,False,0.11,N,2,10.70551155928146,8.476579508530941,3,"(0, 5]"
25,45000,rent,9.0,education,A,4800,7.51,False,0.11,N,3,10.714439990727769,8.476579508530941,1,"(0, 5]"
26,45000,rent,1.0,medical,A,4800,5.42,False,0.11,N,2,10.714439990727769,8.476579508530941,1,"(0, 5]"
23,39000,rent,0.0,personal,E_or_lower,4800,17.99,True,0.12,N,4,10.5713425658087,8.476579508530941,6,"(0, 5]"
26,40610,mortgage,7.0,home-improvement,A,3500,7.14,False,0.09,N,4,10.611794244853897,8.160803920954665,1,"(0, 5]"
26,40720,mortgage,4.0,personal,C,10000,13.48,False,0.25,Y,3,10.61449920887964,9.210440366976515,3,"(0, 5]"
26,45000,rent,2.0,personal,C,4800,13.06,False,0.11,Y,4,10.714439990727769,8.476579508530941,3,"(0, 5]"
22,40800,mortgage,7.0,education,C,17050,,False,0.42,Y,2,10.616461869895817,9.743964132018151,3,"(0, 5]"
21,45000,rent,3.0,venture,A,4800,7.51,False,0.11,N,4,10.714439990727769,8.476579508530941,1,"(0, 5]"
23,45000,rent,4.0,personal,C,4800,13.98,False,0.11,Y,2,10.714439990727769,8.476579508530941,3,"(0, 5]"
23,45000,rent,2.0,education,C,4800,13.22,False,0.11,Y,4,10.714439990727769,8.476579508530941,3,"(0, 5]"
25,45000,rent,2.0,personal,B,4800,9.45,False,0.11,N,4,10.714439990727769,8.476579508530941,2,"(0, 5]"
26,45243,rent,3.0,venture,B,4800,9.25,False,0.11,N,2,10.719825343651271,8.476579508530941,2,"(0, 5]"
24,45840,rent,2.0,debt-consolidation,A,4800,7.49,False,0.1,N,2,10.732934166159405,8.476579508530941,1,"(0, 5]"
24,46000,rent,0.0,personal,A,4800,8.9,False,0.1,N,2,10.736418414365376,8.476579508530941,1,"(0, 5]"
24,40800,mortgage,0.0,medical,B,8000,11.99,False,0.2,N,4,10.616461869895817,8.987321812850125,2,"(0, 5]"
22,40800,mortgage,6.0,personal,A,7975,5.79,False,0.2,N,3,10.616461869895817,8.984192311641674,1,"(0, 5]"
25,40800,mortgage,9.0,medical,B,9700,9.63,False,0.24,N,4,10.616461869895817,9.179984251961285,2,"(0, 5]"
21,47664,rent,5.0,debt-consolidation,A,4800,7.9,False,0.1,N,2,10.77195265492768,8.476579508530941,1,"(0, 5]"
23,40800,mortgage,4.0,medical,B,10400,10.0,False,0.25,N,2,10.616461869895817,9.249657234353132,2,"(0, 5]"
23,48000,rent,6.0,venture,A,4800,7.9,False,0.1,N,3,10.778977123006351,8.476579508530941,1,"(0, 5]"
24,40800,mortgage,8.0,education,A,1200,,False,0.03,N,3,10.616461869895817,7.0909098220799835,1,"(0, 5]"
26,42000,rent,2.0,venture,C,4800,14.27,True,0.11,N,2,10.645448706505872,8.476579508530941,3,"(0, 5]"
23,40800,own,4.0,medical,A,21000,6.17,False,0.5,N,3,10.616461869895817,9.952325334619427,1,"(0, 5]"
24,42000,rent,2.0,education,C,4800,15.23,True,0.11,Y,2,10.645448706505872,8.476579508530941,3,"(0, 5]"
22,40800,own,6.0,venture,C,10000,12.61,False,0.25,Y,2,10.616461869895817,9.210440366976515,3,"(0, 5]"
23,48000,rent,3.0,medical,A,4800,5.42,False,0.1,N,3,10.778977123006351,8.476579508530941,1,"(0, 5]"
25,40800,mortgage,4.0,home-improvement,A,8000,5.79,False,0.2,N,2,10.616461869895817,8.987321812850125,1,"(0, 5]"
22,48000,rent,0.0,debt-consolidation,C,4800,12.98,False,0.1,Y,2,10.778977123006351,8.476579508530941,3,"(0, 5]"
24,40800,own,0.0,venture,C,14400,14.35,False,0.35,N,2,10.616461869895817,9.575052927597383,3,"(0, 5]"
25,48000,rent,9.0,medical,B,4800,,False,0.1,N,3,10.778977123006351,8.476579508530941,2,"(0, 5]"
26,40800,mortgage,3.0,personal,A,7500,7.88,False,0.18,N,2,10.616461869895817,8.922791623969637,1,"(0, 5]"
24,48000,rent,0.0,personal,B,4800,9.88,False,0.1,N,3,10.778977123006351,8.476579508530941,2,"(0, 5]"
23,48600,rent,2.0,debt-consolidation,B,4800,10.36,False,0.1,N,3,10.791399385808589,8.476579508530941,2,"(0, 5]"
23,48756,rent,5.0,medical,B,4800,11.36,False,0.1,N,4,10.794604055861562,8.476579508530941,2,"(0, 5]"
23,40800,mortgage,3.0,medical,A,10000,7.14,False,0.25,N,2,10.616461869895817,9.210440366976515,1,"(0, 5]"
23,40800,mortgage,1.0,education,B,16000,,False,0.39,N,4,10.616461869895817,9.680406499268877,2,"(0, 5]"
25,50000,rent,8.0,education,C,4800,15.96,False,0.1,N,2,10.819798284210286,8.476579508530941,3,"(0, 5]"
24,40800,mortgage,1.0,education,D,6000,12.92,False,0.15,N,3,10.616461869895817,8.699681400989514,4,"(0, 5]"
25,50000,rent,5.0,venture,B,4800,10.99,False,0.1,N,4,10.819798284210286,8.476579508530941,2,"(0, 5]"
22,40872,mortgage,6.0,education,B,13750,10.83,False,0.34,N,4,10.618224977338851,9.528866827722943,2,"(0, 5]"
23,40900,own,5.0,medical,B,12200,11.36,False,0.3,N,4,10.61890979160975,9.409273194575334,2,"(0, 5]"
22,34900,mortgage,4.0,debt-consolidation,D,3600,15.7,True,0.1,N,4,10.460270761075147,8.188966863648876,4,"(0, 5]"
23,34900,mortgage,2.0,medical,E_or_lower,4000,,True,0.11,Y,4,10.460270761075147,8.294299608857235,6,"(0, 5]"
23,50000,rent,7.0,education,B,4800,10.37,False,0.1,N,3,10.819798284210286,8.476579508530941,2,"(0, 5]"
22,50000,rent,7.0,medical,C,4800,12.68,False,0.1,N,3,10.819798284210286,8.476579508530941,3,"(0, 5]"
26,50000,rent,0.0,venture,B,4800,,False,0.1,N,3,10.819798284210286,8.476579508530941,2,"(0, 5]"
24,50000,rent,2.0,venture,C,4800,13.22,False,0.1,N,4,10.819798284210286,8.476579508530941,3,"(0, 5]"
26,52000,rent,2.0,education,B,4800,9.99,False,0.09,N,2,10.859018228147889,8.476579508530941,2,"(0, 5]"
23,52000,rent,3.0,education,B,4800,9.88,False,0.09,N,2,10.859018228147889,8.476579508530941,2,"(0, 5]"
24,55000,rent,8.0,personal,A,4800,6.92,False,0.09,N,3,10.915106645867503,8.476579508530941,1,"(0, 5]"
21,55000,rent,3.0,education,B,4800,11.12,False,0.09,N,4,10.915106645867503,8.476579508530941,2,"(0, 5]"
25,49000,rent,3.0,medical,D,4800,14.96,True,0.1,Y,2,10.799595985047786,8.476579508530941,4,"(0, 5]"
23,41000,mortgage,7.0,education,A,6000,6.03,False,0.15,N,4,10.62135173563291,8.699681400989514,1,"(0, 5]"
25,55200,rent,2.0,medical,A,4800,7.9,False,0.09,N,3,10.918736348043124,8.476579508530941,1,"(0, 5]"
22,41000,mortgage,6.0,education,A,12000,6.03,False,0.29,N,2,10.62135173563291,9.39274525863144,1,"(0, 5]"
23,56928,rent,3.0,personal,B,4800,10.38,False,0.08,N,3,10.949560156359622,8.476579508530941,2,"(0, 5]"
21,41000,mortgage,4.0,debt-consolidation,A,7000,6.03,False,0.17,N,3,10.62135173563291,8.853808274977197,1,"(0, 5]"
26,52000,rent,6.0,medical,E_or_lower,4800,17.99,True,0.09,N,4,10.859018228147889,8.476579508530941,6,"(0, 5]"
